"","grp","chng_type","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes"
"276",186,"-","BGCv11","ESSF","ESSF_dry","ESSFxv","ESSFxv1","West Chilcotin Very Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold","West Chilcotin","Very Dry Very Cold","","BC","BC",""
"277",187,"+","BGCv11","ESSF","ESSF_dry","ESSFxv","ESSFxv2","Big Creek Very Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold","Big Creek","","","BC","BC",""
"278",187,"-","BGCv11","ESSF","ESSF_dry","ESSFxv","ESSFxv2","Big Creek Very Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold","Big Creek","Very Dry Very Cold","","BC","BC",""
"279",188,"+","BGCv11","ESSF","ESSF_dry","ESSFxvp","ESSFxvp","Very Dry Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold Parkland","","","","BC","BC",""
"280",188,"-","BGCv11","ESSF","ESSF_dry","ESSFxvp","ESSFxvp","Very Dry Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold Parkland","","Very Dry Very Cold Parkland","","BC","BC",""
"281",189,"+","BGCv11","ESSF","ESSF_dry","ESSFxvw","ESSFxvw","Very Dry Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold Woodland","","","","BC","BC",""
"282",189,"-","BGCv11","ESSF","ESSF_dry","ESSFxvw","ESSFxvw","Very Dry Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold Woodland","","Very Dry Very Cold Woodland","","BC","BC",""
"283",194,"+","USA_2019","GBD","GBD","GBDdw","GBDdw_UT","Utah Dry Warm GBD","Great Basin Desert","Dry Warm","Utah","E Nevada & Utah & SW Wyoming","GBD xxx","USA","UT",""
"284",194,"-","USA_2019","GBD","GBD","GBDdw","GBDdw_UT","Utah Dry Warm GBD","Great Basin Desert","Dry Warm","Utah","E Nevada","Utah","SW Wyoming""","GBD xxx","USA"
"285",195,"+","USA_2019","GBD","GBD","GBDxh","GBDxh_NV","Nevada Very Dry Hot GBD","Great Basin Desert","Very Dry Hot","Nevada","E California & W Nevada","GBD xxy","USA","NV",""
"286",195,"-","USA_2019","GBD","GBD","GBDxh","GBDxh_NV","Nevada Very Dry Hot GBD","Great Basin Desert","Very Dry Hot","Nevada","E California","W Nevada""","GBD xxy","USA","NV"
"287",199,"+","BGCv11","ICH","ICH_dry","ICHdk","ICHdk","Dry Cool ICH","Interior Cedar  –  Hemlock","Dry Cool","","","","BC","BC",""
"288",199,"-","BGCv11","ICH","ICH_dry","ICHdk","ICHdk","Dry Cool ICH","Interior Cedar  –  Hemlock","Dry Cool","","Dry Cool","","BC","BC",""
"289",200,"+","BGCv11","ICH","ICH_dry","ICHdm","ICHdm","Dry Mild ICH","Interior Cedar  –  Hemlock","Dry Mild","","","","BC","BC",""
"290",200,"-","BGCv11","ICH","ICH_dry","ICHdm","ICHdm","Dry Mild ICH","Interior Cedar  –  Hemlock","Dry Mild","","Dry Mild","","BC","BC",""
"291",201,"+","BGCv11","ICH","ICH_dry","ICHdw","ICHdw1","West Kootenay Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","West Kootenay","","","BC","BC",""
"292",201,"-","BGCv11","ICH","ICH_dry","ICHdw","ICHdw1","West Kootenay Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","West Kootenay","Dry Warm","","BC","BC",""
"293",202,"+","BGCv11","ICH","ICH_dry","ICHdw","ICHdw3","North Thompson Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","North Thompson","","","BC","BC",""
"294",202,"-","BGCv11","ICH","ICH_dry","ICHdw","ICHdw3","North Thompson Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","North Thompson","Dry Warm","","BC","BC",""
"295",203,"+","BGCv11","ICH","ICH_dry","ICHdw","ICHdw4","Shuswap Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","Shuswap","","","BC","BC",""
"296",203,"-","BGCv11","ICH","ICH_dry","ICHdw","ICHdw4","Shuswap Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","Shuswap","Dry Warm","","BC","BC",""
"297",205,"+","BGCv11","ICH","ICH_meso","ICHmc","ICHmc1","Nass Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Nass","","","BC","BC",""
"298",205,"-","BGCv11","ICH","ICH_meso","ICHmc","ICHmc1","Nass Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Nass","Moist Cold","","BC","BC",""
"299",206,"+","BGCv11","ICH","ICH_meso","ICHmca","ICHmc1a","Nass Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Nass","","","BC","BC",""
"300",206,"-","BGCv11","ICH","ICH_meso","ICHmca","ICHmc1a","Nass Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Nass","Moist Cold","","BC","BC",""
"301",207,"+","BGCv11","ICH","ICH_meso","ICHmc","ICHmc2","Hazelton Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Hazelton","","","BC","BC",""
"302",207,"-","BGCv11","ICH","ICH_meso","ICHmc","ICHmc2","Hazelton Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Hazelton","Moist Cold","","BC","BC",""
"303",209,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk1","Okanagan Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Okanagan","","","BC","BC",""
"304",209,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk1","Okanagan Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Okanagan","Moist Cool","","BC","BC",""
"305",210,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk2","Thompson Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Thompson","","","BC","BC",""
"306",210,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk2","Thompson Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Thompson","Moist Cool","","BC","BC",""
"307",211,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk3","Horsefly Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Horsefly","","","BC","BC",""
"308",211,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk3","Horsefly Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Horsefly","Moist Cool","","BC","BC",""
"309",212,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk4","Kootenay Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Kootenay","","","BC","BC",""
"310",212,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk4","Kootenay Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Kootenay","Moist Cool","","BC","BC",""
"311",213,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk5","Kootenay Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Kootenay","","","BC","BC",""
"312",213,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk5","Kootenay Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Kootenay","Moist Cool","","BC","BC",""
"313",214,"+","BGCv11","ICH","ICH_meso","ICHmm","ICHmm","Moist Mild ICH","Interior Cedar  –  Hemlock","Moist Mild","","","","BC","BC",""
"314",214,"-","BGCv11","ICH","ICH_meso","ICHmm","ICHmm","Moist Mild ICH","Interior Cedar  –  Hemlock","Moist Mild","","Moist Mild","","BC","BC",""
"315",215,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw1","Kinbasket Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Kinbasket","","","BC","BC",""
"316",215,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw1","Kinbasket Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Kinbasket","Moist Warm","","BC","BC",""
"317",216,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw2","Shuswap Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Shuswap","","","BC","BC",""
"318",216,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw2","Shuswap Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Shuswap","Moist Warm","","BC","BC",""
"319",217,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw3","Thompson Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Thompson","","","BC","BC",""
"320",217,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw3","Thompson Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Thompson","Moist Warm","","BC","BC",""
"321",218,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw4","Ymir Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Ymir","","","BC","BC",""
"322",218,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw4","Ymir Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Ymir","Moist Warm","","BC","BC",""
"323",219,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw5","Granby Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Granby","","","BC","BC",""
"324",219,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw5","Granby Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Granby","Moist Warm","","BC","BC",""
"325",221,"+","BGCv13","ICH","ICH_dry","ICHun","ICHun","Undifferentiated ICH","Interior Cedar  –  Hemlock","Undifferentiated","","","","BC","BC",""
"326",221,"-","BGCv13","ICH","ICH_dry","ICHun","ICHun","Undifferentiated ICH","Interior Cedar  –  Hemlock","Undifferentiated","","Undifferentiated","","BC","BC",""
"327",222,"+","BGCv11","ICH","ICH_wet","ICHvc","ICHvc","Very Wet Cold ICH","Interior Cedar  –  Hemlock","Very Wet Cold","","","","BC","BC",""
"328",222,"-","BGCv11","ICH","ICH_wet","ICHvc","ICHvc","Very Wet Cold ICH","Interior Cedar  –  Hemlock","Very Wet Cold","","Very Wet Cold","","BC","BC",""
"329",223,"+","BGCv11","ICH","ICH_wet","ICHvk","ICHvk1","Columbia Very Wet Cool ICH","Interior Cedar  –  Hemlock","Very Wet Cool","Columbia","","","BC","BC",""
"330",223,"-","BGCv11","ICH","ICH_wet","ICHvk","ICHvk1","Columbia Very Wet Cool ICH","Interior Cedar  –  Hemlock","Very Wet Cool","Columbia","Very Wet Cool","","BC","BC",""
"331",224,"+","BGCv11","ICH","ICH_wet","ICHvk","ICHvk2","Slim Very Wet Cool ICH","Interior Cedar  –  Hemlock","Very Wet Cool","Slim","","","BC","BC",""
"332",224,"-","BGCv11","ICH","ICH_wet","ICHvk","ICHvk2","Slim Very Wet Cool ICH","Interior Cedar  –  Hemlock","Very Wet Cool","Slim","Very Wet Cool","","BC","BC",""
"333",225,"+","BGCv11","ICH","ICH_wet","ICHwc","ICHwc","Wet Cold ICH","Interior Cedar  –  Hemlock","Wet Cold","","","","BC","BC",""
"334",225,"-","BGCv11","ICH","ICH_wet","ICHwc","ICHwc","Wet Cold ICH","Interior Cedar  –  Hemlock","Wet Cold","","Wet Cold","","BC","BC",""
"335",226,"+","BGCv11","ICH","ICH_wet","ICHwk","ICHwk1","Shuswap Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Shuswap","","","BC","BC",""
"336",226,"-","BGCv11","ICH","ICH_wet","ICHwk","ICHwk1","Shuswap Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Shuswap","Wet Cool","","BC","BC",""
"337",227,"+","BGCv11","ICH","ICH_wet","ICHwk","ICHwk2","Quesnel Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Quesnel","","","BC","BC",""
"338",227,"-","BGCv11","ICH","ICH_wet","ICHwk","ICHwk2","Quesnel Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Quesnel","Wet Cool","","BC","BC",""
"339",228,"+","BGCv11","ICH","ICH_wet","ICHwk","ICHwk3","Goat Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Goat","","","BC","BC",""
"340",228,"-","BGCv11","ICH","ICH_wet","ICHwk","ICHwk3","Goat Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Goat","Wet Cool","","BC","BC",""
"341",229,"+","BGCv11","ICH","ICH_wet","ICHwk","ICHwk4","Cariboo Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Cariboo","","","BC","BC",""
"342",229,"-","BGCv11","ICH","ICH_wet","ICHwk","ICHwk4","Cariboo Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Cariboo","Wet Cool","","BC","BC",""
"343",232,"+","BGCv11","ICH","ICH_dry","ICHxw","ICHxw","Very Dry Warm ICH","Interior Cedar  –  Hemlock","Very Dry Warm","","","","BC","BC",""
"344",232,"-","BGCv11","ICH","ICH_dry","ICHxw","ICHxw","Very Dry Warm ICH","Interior Cedar  –  Hemlock","Very Dry Warm","","Very Dry Warm","","BC","BC",""
"345",235,"+","BGCv11","ICH","ICH_dry","ICHxwa","ICHxwa","Very Dry Warm ICH","Interior Cedar  –  Hemlock","Very Dry Warm","","","","BC","BC",""
"346",235,"-","BGCv11","ICH","ICH_dry","ICHxwa","ICHxwa","Very Dry Warm ICH","Interior Cedar  –  Hemlock","Very Dry Warm","","Very Dry Warm","","BC","BC",""
"347",236,"+","BGCv11","IDF","IDF_cool","IDFdc","IDFdc","Dry Cold IDF","Interior Douglas-fir","Dry Cold","","","","BC","BC",""
"348",236,"-","BGCv11","IDF","IDF_cool","IDFdc","IDFdc","Dry Cold IDF","Interior Douglas-fir","Dry Cold","","Dry Cold","","BC","BC",""
"349",239,"+","USA_2019","IDF","IDF","IDFdh","IDFdh_UT","Utah Dry Hot IDF","Interior Douglas-fir","Dry Hot","Utah","E Nevada & Utah & W Colorado","IDF utz","USA","UT",""
"350",239,"-","USA_2019","IDF","IDF","IDFdh","IDFdh_UT","Utah Dry Hot IDF","Interior Douglas-fir","Dry Hot","Utah","E Nevada","Utah","W Colorado""","IDF utz","USA"
"351",241,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk1","Thompson Dry Cool IDF","Interior Douglas-fir","Dry Cool","Thompson","","","BC","BC",""
"352",241,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk1","Thompson Dry Cool IDF","Interior Douglas-fir","Dry Cool","Thompson","Dry Cool","","BC","BC",""
"353",242,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk2","Cascade Dry Cool IDF","Interior Douglas-fir","Dry Cool","Cascade","","","BC","BC",""
"354",242,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk2","Cascade Dry Cool IDF","Interior Douglas-fir","Dry Cool","Cascade","Dry Cool","","BC","BC",""
"355",243,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk3","Fraser Dry Cool IDF","Interior Douglas-fir","Dry Cool","Fraser","","","BC","BC",""
"356",243,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk3","Fraser Dry Cool IDF","Interior Douglas-fir","Dry Cool","Fraser","Dry Cool","","BC","BC",""
"357",244,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk4","Chilcotin Dry Cool IDF","Interior Douglas-fir","Dry Cool","Chilcotin","","","BC","BC",""
"358",244,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk4","Chilcotin Dry Cool IDF","Interior Douglas-fir","Dry Cool","Chilcotin","Dry Cool","","BC","BC",""
"359",245,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk5","Columbia Dry Cool IDF","Interior Douglas-fir","Dry Cool","Columbia","","","BC","BC",""
"360",245,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk5","Columbia Dry Cool IDF","Interior Douglas-fir","Dry Cool","Columbia","Dry Cool","","BC","BC",""
"361",248,"+","USA_2019","IDF","IDF_cool","IDFdkx","IDFdkx_MT","Montana Dry Cool/Mild IDF","Interior Douglas-fir","Dry Cool/Mild","Montana","SC Montana & S Idaho & NW Wyoming","","USA","MT",""
"362",248,"-","USA_2019","IDF","IDF_cool","IDFdkx","IDFdkx_MT","Montana Dry Cool/Mild IDF","Interior Douglas-fir","Dry Cool/Mild","Montana","SC Montana","S Idaho","NW Wyoming""","","USA"
"363",249,"+","BGCv11","IDF","IDF_meso","IDFdm","IDFdm1","Kettle Dry Mild IDF","Interior Douglas-fir","Dry Mild","Kettle","","","BC","BC",""
"364",249,"-","BGCv11","IDF","IDF_meso","IDFdm","IDFdm1","Kettle Dry Mild IDF","Interior Douglas-fir","Dry Mild","Kettle","Dry Mild","","BC","BC",""
"365",250,"+","BGCv11","IDF","IDF_meso","IDFdm","IDFdm2","Kootenay Dry Mild IDF","Interior Douglas-fir","Dry Mild","Kootenay","","","BC","BC",""
"366",250,"-","BGCv11","IDF","IDF_meso","IDFdm","IDFdm2","Kootenay Dry Mild IDF","Interior Douglas-fir","Dry Mild","Kootenay","Dry Mild","","BC","BC",""
"367",253,"+","BGCv11","IDF","IDF","IDFdw","IDFdw","Dry Warm IDF","Interior Douglas-fir","Dry Warm","","","","BC","BC",""
"368",253,"-","BGCv11","IDF","IDF","IDFdw","IDFdw","Dry Warm IDF","Interior Douglas-fir","Dry Warm","","Dry Warm","","BC","BC",""
"369",254,"+","USA_2019","IDF","IDF","IDFdx","IDFdx_MT","Montana Dry Very Hot IDF","Interior Douglas-fir","Dry Very Hot","Montana","SW Montana & S Idaho","IDF xxz","USA","MT",""
"370",254,"-","USA_2019","IDF","IDF","IDFdx","IDFdx_MT","Montana Dry Very Hot IDF","Interior Douglas-fir","Dry Very Hot","Montana","SW Montana","S Idaho""","IDF xxz","USA","MT"
"371",256,"+","BGCv11","IDF","ICH_dry","IDFmw","IDFmw2","Thompson Moist Warm IDF","Interior Douglas-fir","Moist Warm","Thompson","","","BC","BC",""
"372",256,"-","BGCv11","IDF","ICH_dry","IDFmw","IDFmw2","Thompson Moist Warm IDF","Interior Douglas-fir","Moist Warm","Thompson","Moist Warm","","BC","BC",""
"373",257,"+","BGCv11","IDF","IDF_meso","IDFww","IDFww","Wet Warm IDF","Interior Douglas-fir","Wet Warm","","","","BC","BC",""
"374",257,"-","BGCv11","IDF","IDF_meso","IDFww","IDFww","Wet Warm IDF","Interior Douglas-fir","Wet Warm","","Wet Warm","","BC","BC",""
"375",258,"+","BGCv11","IDF","IDF_hot","IDFxc","IDFxc","Very Dry Cold IDF","Interior Douglas-fir","Very Dry Cold","","","","BC","BC",""
"376",258,"-","BGCv11","IDF","IDF_hot","IDFxc","IDFxc","Very Dry Cold IDF","Interior Douglas-fir","Very Dry Cold","","Very Dry Cold","","BC","BC",""
"377",259,"+","BGCv11","IDF","IDF_hot","IDFxh","IDFxh1","Okanagan Very Dry Hot IDF","Interior Douglas-fir","Very Dry Hot","Okanagan","","","BC","BC",""
"378",259,"-","BGCv11","IDF","IDF_hot","IDFxh","IDFxh1","Okanagan Very Dry Hot IDF","Interior Douglas-fir","Very Dry Hot","Okanagan","Very Dry Hot","","BC","BC",""
"379",260,"+","BGCv11","IDF","IDF_hot","IDFxh","IDFxh2","Thompson Very Dry Hot IDF","Interior Douglas-fir","Very Dry Hot","Thompson","","","BC","BC",""
"380",260,"-","BGCv11","IDF","IDF_hot","IDFxh","IDFxh2","Thompson Very Dry Hot IDF","Interior Douglas-fir","Very Dry Hot","Thompson","Very Dry Hot","","BC","BC",""
"381",264,"+","BGCv11","IDF","IDF_hot","IDFxk","IDFxk","Very Dry Cool IDF","Interior Douglas-fir","Very Dry Cool","","","","BC","BC",""
"382",264,"-","BGCv11","IDF","IDF_hot","IDFxk","IDFxk","Very Dry Cool IDF","Interior Douglas-fir","Very Dry Cool","","Very Dry Cool","","BC","BC",""
"383",265,"+","BGCv11","IDF","IDF_hot","IDFxm","IDFxm","Very Dry Mild IDF","Interior Douglas-fir","Very Dry Mild","","","","BC","BC",""
"384",265,"-","BGCv11","IDF","IDF_hot","IDFxm","IDFxm","Very Dry Mild IDF","Interior Douglas-fir","Very Dry Mild","","Very Dry Mild","","BC","BC",""
"385",266,"+","USA_2019","IDF","IDF_hot","IDFxm","IDFxm_CO","Colorado Very Dry Mild IDF","Interior Douglas-fir","Very Dry Mild","Colorado","N & C Colorado","IDF coz","USA","CO",""
"386",266,"-","USA_2019","IDF","IDF_hot","IDFxm","IDFxm_CO","Colorado Very Dry Mild IDF","Interior Douglas-fir","Very Dry Mild","Colorado","N and Central Colorado","IDF coz","USA","CO",""
"387",268,"+","BGCv12","IDF","IDF_hot","IDFxx","IDFxx1","Kettle Very Hot Very Dry IDF","Interior Douglas-fir","Very Hot Very Dry","Kettle","","","BC","BC",""
"388",268,"-","BGCv12","IDF","IDF_hot","IDFxx","IDFxx1","Kettle Very Hot Very Dry IDF","Interior Douglas-fir","Very Hot Very Dry","Kettle","Very Dry Very Hot","","BC","BC",""
"389",269,"+","BGCv11","IDF","IDF_hot","IDFxx","IDFxx2","Kootenay Very Dry Very Hot  IDF","Interior Douglas-fir","Very Dry Very Hot ","Kootenay","","","BC","BC",""
"390",269,"-","BGCv11","IDF","IDF_hot","IDFxx","IDFxx2","Kootenay Very Dry Very Hot  IDF","Interior Douglas-fir","Very Dry Very Hot ","Kootenay","Very Dry Very Hot","","BC","BC",""
"391",276,"+","USA_2019","IGF","IGF_dry","IGFxm","IGFxm_OR","Oregon Very Dry Mild IGF","Interior Grand Fir","Very Dry Mild","Oregon","NE Oregon & SE Washington & E Idaho","","USA","OR",""
"392",276,"-","USA_2019","IGF","IGF_dry","IGFxm","IGFxm_OR","Oregon Very Dry Mild IGF","Interior Grand Fir","Very Dry Mild","Oregon","NE Oregon","SE Washington","E Idaho""","","USA"
"393",278,"+","BGCv11","IMA","IMA","IMAun","IMAun","Undifferentiated IMA","Interior Mountain-heather Alpine","Undifferentiated","","","","BC","BC",""
"394",278,"-","BGCv11","IMA","IMA","IMAun","IMAun","Undifferentiated IMA","Interior Mountain-heather Alpine","Undifferentiated","","Undifferentiated","","BC","BC",""
"395",285,"+","BGCv11","IMA","IMA","IMAunp","IMAunp","Undifferentiated and Parkland IMA","Interior Mountain-heather Alpine","Undifferentiated and Parkland","","","","BC","BC",""
"396",285,"-","BGCv11","IMA","IMA","IMAunp","IMAunp","Undifferentiated and Parkland IMA","Interior Mountain-heather Alpine","Undifferentiated and Parkland","","Undifferentiated and Parkland","","BC","BC",""
"397",288,"+","USA_2019","IWF","IWF","IWFxk","IWFxk_NV","Nevada Very Dry Cool IWF","Interior White Fir","Very Dry Cool","Nevada","E Nevada","","USA","NV",""
"398",288,"-","USA_2019","IWF","IWF","IWFxk","IWFxk_NV","Nevada Very Dry Cool IWF","Interior White Fir","Very Dry Cool","Nevada","E Nevada","new","USA","NV",""
"399",289,"+","USA_2019","IWF","IWF","IWFxm","IWFxm_CA","Nevada Very Dry Mild IWF","Interior White Fir","Very Dry Mild","Nevada","E California & W Nevada","IWF nvy","USA","NV",""
"400",289,"-","USA_2019","IWF","IWF","IWFxm","IWFxm_CA","Nevada Very Dry Mild IWF","Interior White Fir","Very Dry Mild","Nevada","E CA","W NV","near Lake Tahoe""","IWF nvy","USA"
"401",291,"+","USA_2019","JPW","JPW","JPWdw","JPWdw_UT","Utah Dry Warm JPW","Juniper – Pine Woodland","Dry Warm","Utah","E Utah & W Colorado","JPW cop","USA","UT",""
"402",291,"-","USA_2019","JPW","JPW","JPWdw","JPWdw_UT","Utah Dry Warm JPW","Juniper – Pine Woodland","Dry Warm","Utah","E Utah","W Colorado""","JPW cop","USA","UT"
"403",293,"+","USA_2019","JPW","JPW","JPWxh","JPWxh_CA","California Very Dry Hot JPW","Juniper – Pine Woodland","Very Dry Hot","California","S California","","USA","CA",""
"404",293,"-","USA_2019","JPW","JPW","JPWxh","JPWxh_CA","California Very Dry Hot JPW","Juniper – Pine Woodland","Very Dry Hot","California","S CA","new","USA","CA",""
"405",294,"+","USA_2019","JPW","JPW","JPWxw","JPWxw_NV","Nevada Very Dry Warm JPW","Juniper – Pine Woodland","Very Dry Warm","Nevada","Nevada & W Utah","JPW gbz","USA","NV",""
"406",294,"-","USA_2019","JPW","JPW","JPWxw","JPWxw_NV","Nevada Very Dry Warm JPW","Juniper – Pine Woodland","Very Dry Warm","Nevada","CA","NV","W Utah","S ID""","JPW gbz"
"407",295,"+","USA_2019","MDCH","MDCH","MDCHun","MDCHun_NV","Nevada Undifferentiated MDCH","Madrean Chaparral","Undifferentiated","Nevada","Nevada & Utah & Arizona","MDCH un","USA","NV",""
"408",295,"-","USA_2019","MDCH","MDCH","MDCHun","MDCHun_NV","Nevada Undifferentiated MDCH","Madrean Chaparral","Undifferentiated","Nevada","Nevada","Utah","Arizona""","MDCH un","USA"
"409",298,"+","USA_2019","MGP","MGP","MGPmw","MGPmw_MT","Montana Moist Warm MGP","Mixed-grass Prairie","Moist Warm","Montana","Montana & E Wyoming","MGP un","USA","MT",""
"410",298,"-","USA_2019","MGP","MGP","MGPmw","MGPmw_MT","Montana Moist Warm MGP","Mixed-grass Prairie","Moist Warm","Montana","Montana","E Wyoming""","MGP un","USA","MT"
"411",299,"+","USA_2019","MHRF","MHRF","MHRFdm","MHRFdm_OR","Oregon Dry Maritime MHRF","Mountain Hemlock Cedar – Shasta Red Fir","Dry Maritime","Oregon","SW Oregon & California","MHRFmmz","USA","OR",""
"412",299,"-","USA_2019","MHRF","MHRF","MHRFdm","MHRFdm_OR","Oregon Dry Maritime MHRF","Mountain Hemlock Cedar – Shasta Red Fir","Dry Maritime","Oregon","SW Oregon","California""","MHRFmmz","USA","OR"
"413",300,"+","USA_2019","MHRF","MHRF","MHRFds","MHRFds_CA","California Dry Submaritime MHRF","Mountain Hemlock Cedar – Shasta Red Fir","Dry Submaritime","California","SW Oregon & California","MHRFmsz","USA","CA",""
"414",300,"-","USA_2019","MHRF","MHRF","MHRFds","MHRFds_CA","California Dry Submaritime MHRF","Mountain Hemlock Cedar – Shasta Red Fir","Dry Submaritime","California","SW Oregon","California""","MHRFmsz","USA","CA"
"415",305,"+","BGCv11","MH","MH_maritime","MHmm","MHmm1","Windward Moist Maritime MH","Mountain Hemlock","Moist Maritime","Windward","","","BC","BC",""
"416",305,"-","BGCv11","MH","MH_maritime","MHmm","MHmm1","Windward Moist Maritime MH","Mountain Hemlock","Moist Maritime","Windward","Moist Maritime","","BC","BC",""
"417",306,"+","BGCv11","MH","MH_submaritme","MHmm","MHmm2","Leeward Moist Maritime MH","Mountain Hemlock","Moist Maritime","Leeward","","","BC","BC",""
"418",306,"-","BGCv11","MH","MH_submaritme","MHmm","MHmm2","Leeward Moist Maritime MH","Mountain Hemlock","Moist Maritime","Leeward","Moist Maritime","","BC","BC",""
"419",308,"+","BGCv11","MH","MH_maritime","MHmmp","MHmmp","Moist Maritime Parkland MH","Mountain Hemlock","Moist Maritime Parkland","","","","BC","BC",""
"420",308,"-","BGCv11","MH","MH_maritime","MHmmp","MHmmp","Moist Maritime Parkland MH","Mountain Hemlock","Moist Maritime Parkland","","Moist Maritime Parkland","","BC","BC",""
"421",309,"+","BGCv13","MH","MH_submaritme","MHms","MHms","Moist Submaritime MH","Mountain Hemlock","Moist Submaritime","","","","BC","BC",""
"422",309,"-","BGCv13","MH","MH_submaritme","MHms","MHms","Moist Submaritime MH","Mountain Hemlock","Moist Submaritime","","Moist Submaritime","","BC","BC",""
"423",311,"+","BGCv13","MH","MH_submaritme","MHmsp","MHmsp","Moist Submaritime Parkland MH","Mountain Hemlock","Moist Submaritime Parkland","","","","BC","BC",""
