"","grp","chng_type","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes"
"275",490,"-","USA_2023","OW","OW","OWmm_OR","OWmm_OR","Oregon Moist Maritime OW","Oak Woodland","Moist Maritime","Oregon","SW Oregon","","USA","OR",""
"276",491,"-","USA_2019","OW","OW","OWun","OWun_CA","California Undifferentiated OW","Oak Woodland","Undifferentiated","California","C California","OW  caz","USA","CA",""
"277",492,"+","USA_2026","OW","OW","OWwm","OWwm_OR","Wet Maritime Oregon OW","Oak Woodland","Wet Maritime","OR","SW Oregon","","USA","OR",""
"278",493,"+","USA_2026","OW","OW","OWxm","OWxm_CA","Very Dry Maritime California OW","Oak Woodland","Very Dry Maritime","CA","S California","","USA","CA",""
"279",494,"+","USA_2026","PPJW","PPJW","PPJWdm","PPJWdm_WY","Dry Mild Wyoming PPJW","Pinyon Pine – Juniper Woodland","Dry Mild","WY","Wyoming [NE Utah, NW Colorado]","","USA","WY",""
"280",495,"+","USA_2026","PPJW","PPJW","PPJWdw","PPJWdw_UT","Dry Warm Utah PPJW","Pinyon Pine – Juniper Woodland","Dry Warm","UT","Utah, W Colorado [SE Idaho]","","USA","UT",""
"281",496,"+","USA_2026","PPJW","PPJW","PPJWmw","PPJWmw_UT","Moist Warm Utah PPJW","Pinyon Pine – Juniper Woodland","Moist Warm","UT","E Utah, W Colorado","","USA","UT",""
"282",497,"+","USA_2026","PPJW","PPJW","PPJWwm","PPJWwm_CO","Wet Mild Colorado PPJW","Pinyon Pine – Juniper Woodland","Wet Mild","CO","EC & SE Colorado","","USA","CO",""
"283",498,"+","USA_2026","PPJW","PPJW","PPJWxh","PPJWxh_CA","Very Dry Hot California PPJW","Pinyon Pine – Juniper Woodland","Very Dry Hot","CA","S California","","USA","CA",""
"284",499,"+","USA_2026","PPJW","PPJW","PPJWxw","PPJWxw_NV","Very Dry Warm Nevada PPJW","Pinyon Pine – Juniper Woodland","Very Dry Warm","NV","Nevada, E California, W Utah, S Idaho","","USA","NV",""
"285",500,"+","USA_2019","PP","PP","PPmx","PPmx_WY","Moist Very Hot Wyoming PP","Ponderosa Pine","Moist Very Hot","Wyoming","NE Wyoming [SE Montana]","PP  wy","USA","WY",""
"286",501,"-","USA_2019","PP","PP","PPmx","PPmx_WY","Wyoming Moist Very Hot PP","Ponderosa Pine","Moist Very Hot","Wyoming","NE Wyoming","PP  wy","USA","WY",""
"287",504,"-","USA_2019","PP","PP","PPxh","PPxh_CO","Colorado Very Dry Hot PP","Ponderosa Pine","Very Dry Hot","Colorado","Colorado","PP  coz","USA","CO",""
"288",505,"+","USA_2019","PP","PP","PPxh","PPxh_CO","Very Dry Hot Colorado PP","Ponderosa Pine","Very Dry Hot","Colorado","SW, SC, & NC Colorado","PP  coz","USA","CO",""
"289",506,"+","USA_2019","PP","PP","PPxh","PPxh_WA","Very Dry Hot Washington PP","Ponderosa Pine","Very Dry Hot","Washington","NC & E Washington, NE Oregon, W Idaho","PP  xhz","USA","WA",""
"290",507,"-","USA_2019","PP","PP","PPxh","PPxh_WA","Washington Very Dry Hot PP","Ponderosa Pine","Very Dry Hot","Washington","NE Washington & SW Idaho","PP  xhz","USA","WA",""
"291",508,"-","USA_2019","PP","PP","PPxk","PPxk_OR","Oregon Very Dry Cool PP","Ponderosa Pine","Very Dry Cool","Oregon","SC Oregon","PP  pum","USA","OR",""
"292",509,"+","USA_2019","PP","PP","PPxk","PPxk_OR","Very Dry Cool Oregon PP","Ponderosa Pine","Very Dry Cool","Oregon","SC Oregon","PP  pum","USA","OR",""
"293",510,"-","USA_2019","PP","PP","PPxm","PPxm_OR","Oregon Very Dry Mild PP","Ponderosa Pine","Very Dry Mild","Oregon","C Oregon & NE California","PP  orz","USA","OR",""
"294",511,"+","USA_2019","PP","PP","PPxm","PPxm_OR","Very Dry Mild Oregon PP","Ponderosa Pine","Very Dry Mild","Oregon","C & S Oregon, NE California","PP  orz","USA","OR",""
"295",512,"-","USA_2019","PP","PP","PPxw","PPxw_MT","Montana Very Dry Warm PP","Ponderosa Pine","Very Dry Warm","Montana","S Montana & NE Wyoming","PP  xxz","USA","MT",""
"296",513,"+","USA_2019","PP","PP","PPxw","PPxw_MT","Very Dry Warm Montana PP","Ponderosa Pine","Very Dry Warm","Montana","C & S Montana, NE Wyoming","PP  xxz","USA","MT",""
"297",514,"+","USA_2019","PP","PP","PPxw","PPxw_WY","Very Dry Warm Wyoming PP","Ponderosa Pine","Very Dry Warm","Wyoming","SE Wyoming","","USA","WY",""
"298",515,"-","USA_2019","PP","PP","PPxw","PPxw_WY","Wyoming Very Dry Warm PP","Ponderosa Pine","Very Dry Warm","Wyoming","S Wyoming","","USA","WY",""
"299",516,"-","USA_2019","PP","PP","PPxx","PPxx_OR","Oregon Very Dry Very Hot PP","Ponderosa Pine","Very Dry Very Hot","Oregon","SC Washington & NC Oregon","PP  xyz","USA","OR",""
"300",517,"+","USA_2019","PP","PP","PPxx","PPxx_OR","Very Dry Very Hot Oregon PP","Ponderosa Pine","Very Dry Very Hot","Oregon","SC Washington, NC Oregon","PP  xyz","USA","OR",""
"301",520,"-","AB_2018","SBAP","SBAP","SBAPfp","SBAPfp","Foothills Parkland SBAP","Sub-boreal Aspen Parkland","Foothills Parkland","","SW Alberta","SBAPfp","AB","AB",""
"302",521,"+","AB_2018","SBAP","SBAP","SBAPfp","SBAPfp","Foothills Parkland Sub-boreal Aspen Parkland","Sub-boreal Aspen Parkland","","","NW Montana, to AB border","SBAPfp","AB","AB",""
"303",546,"-","USA_2019","SGP","SGP","SGPdm","SGPdm_CO","Colorado Dry Mild SGP","Shortgrass Prairie","Dry Mild","Colorado","Colorado & SE Wyoming","SGP un","USA","CO",""
"304",547,"+","USA_2019","SGP","SGP","SGPdm","SGPdm_CO","Dry Mild Colorado SGP","Shortgrass Prairie","Dry Mild","Colorado","E Colorado, SE Wyoming","SGP un","USA","CO",""
"305",554,"-","USA_2019","WJP","WJP","WJPxm","WJPxm_OR","Oregon Very Dry Mild WJP","Western Juniper – Pine","Very Dry Mild","Oregon","Oregon & NE California & SW Idaho","WJP juz","USA","OR",""
"306",555,"+","USA_2019","WJP","WJP","WJPxm","WJPxm_OR","Very Dry Mild Oregon WJP","Western Juniper – Pine","Very Dry Mild","Oregon","Oregon, NE California, NW Nevada, SW Idaho","WJP juz","USA","OR",""
