"","SS_NoSpace","chng_type","SiteSeriesLongName","SpecialCode","Special"
"2821","ICHmk4/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"2822","ICHmk4/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"2823","ICHmk4/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"2824","ICHmk4/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"2825","ICHmk4/Wm04","+","Common spikerush","Wm","wetland marsh"
"2826","ICHmk4/Wm05","+","Cattail","Wm","wetland marsh"
"2827","ICHmk4/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"2828","ICHmk4/Wm15","+","Bluejoint – Water sedge","Wm","wetland marsh"
"2829","ICHmk4/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"2830","ICHmk4/Ws03","+","Bebb's willow – Bluejoint","Ws","wetland swamp"
"2831","ICHmk4/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"2832","ICHmk4/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"2833","ICHmk4/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"2834","ICHmk4/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"2835","ICHmk5/101","+","CwSxw – Falsebox",NA,NA
"2836","ICHmk5/102","+","Fd – Juniper – Douglas' maple",NA,NA
"2837","ICHmk5/103","+","Fd – Juniper – Pinegrass – Showy aster",NA,NA
"2838","ICHmk5/104","+","Fd – Pinegrass – Showy aster",NA,NA
"2839","ICHmk5/110","+","CwSxw – Devil's club – Oak fern",NA,NA
"2840","ICHmk5/111","+","SxwBl – Dogwood – Sarsaparilla",NA,NA
"2841","ICHmk5/112","+","SxwBl(Cw) – Horsetail",NA,NA
"2842","ICHmm/01","+","HwCw – Spruce – Step moss",NA,NA
"2843","ICHmm/02","+","CwSxw – Soopolallie",NA,NA
"2844","ICHmm/03","+","HwCw – Step moss",NA,NA
"2845","ICHmm/04","+","CwHw – Oak fern",NA,NA
"2846","ICHmm/05","+","CwHw – Devil's club – Oak fern",NA,NA
"2847","ICHmm/06","+","CwSxw – Devil's club – Horsetail",NA,NA
"2848","ICHmm/07","+","SbPl – Bog-laurel – Sphagnum",NA,NA
"2849","ICHmm/08","+","CwSxw – Skunk cabbage – Sphagnum",NA,NA
"2850","ICHmw1/01","+","HwCw – Falsebox – Feather moss",NA,NA
"2851","ICHmw1/02","+","Pl – Juniper – Twinflower",NA,NA
"2852","ICHmw1/03","+","HwCw – Falsebox – Pipecleaner moss",NA,NA
"2853","ICHmw1/04","+","CwFd – Soopolallie – Douglas' maple",NA,NA
"2854","ICHmw1/05","+","CwHw – Devil's club – Lady fern",NA,NA
"2855","ICHmw1/06","+","CwHw – Oval-leaved blueberry – Oak fern",NA,NA
"2856","ICHmw1/07","+","CwHw – Horsetail",NA,NA
"2857","ICHmw1/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"2858","ICHmw1/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"2859","ICHmw2/101","+","HwCw – Falsebox",NA,NA
"2860","ICHmw2/102","+","Fd(Pl) – Falsebox – Pinegrass",NA,NA
"2861","ICHmw2/103","+","Fd – Douglas' maple – Falsebox",NA,NA
"2862","ICHmw2/110","+","CwHw – Oak fern",NA,NA
"2863","ICHmw2/111","+","CwHw – Devil's club – Lady fern",NA,NA
"2864","ICHmw2/111.1","+","CwHw – Devil's club – Lady fern",NA,NA
"2865","ICHmw2/111.2","+","CwHw – Lady fern – Oak fern",NA,NA
"2866","ICHmw2/113","+","CwHw – Horsetail – Lady fern",NA,NA
"2867","ICHmw2/114","+","CwSxw – Skunk cabbage",NA,NA
"2868","ICHmw2/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"2869","ICHmw2/Fl02","+","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"2870","ICHmw2/Fl04","+","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"2871","ICHmw2/Fl06","+","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"2872","ICHmw2/Gb03","+","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"2873","ICHmw2/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"2874","ICHmw2/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2875","ICHmw2/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2876","ICHmw2/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2877","ICHmw2/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2878","ICHmw2/Ro09.2","+","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"2879","ICHmw2/Ro10","+","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"2880","ICHmw2/Rt01","+","Rocktripe – Green map","Rt","talus"
"2881","ICHmw2/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"2882","ICHmw2/Rt03","+","Raspberry – Feather moss – Clad lichen","Rt","talus"
"2883","ICHmw2/Vh01","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2884","ICHmw2/Vh01.1","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2885","ICHmw2/Vh01.2","+","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"2886","ICHmw2/Vh03","+","Lady fern – Hellebore – Valerian","Vh","avalanche herb"
"2887","ICHmw2/Vh11","+","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"2888","ICHmw2/Vs01","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"2889","ICHmw2/Vs01.1","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"2890","ICHmw2/Vs01.2","+","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"2891","ICHmw2/Vs02","+","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"2892","ICHmw2/Vs04","+","Sitka alder – Devil's club – Oak fern","Vs","avalanche shrub"
"2893","ICHmw2/Vs10","+","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2894","ICHmw2/Vs10.1","+","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2895","ICHmw2/Vs10.2","+","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2896","ICHmw2/Vs11","+","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2897","ICHmw2/Vs12","+","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"2898","ICHmw2/Vs14","+","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"2899","ICHmw2/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"2900","ICHmw2/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"2901","ICHmw2/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"2902","ICHmw2/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"2903","ICHmw2/Wm04","+","Common spikerush","Wm","wetland marsh"
"2904","ICHmw2/Wm05","+","Cattail","Wm","wetland marsh"
"2905","ICHmw2/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"2906","ICHmw2/Wm09","+","Inflated sedge","Wm","wetland marsh"
"2907","ICHmw2/Wm15","+","Bluejoint – Water sedge","Wm","wetland marsh"
"2908","ICHmw2/Ws01","+","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"2909","ICHmw2/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"2910","ICHmw2/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"2911","ICHmw2/Ws10","+","CwSxw – Skunk cabbage","Ws","wetland swamp"
"2912","ICHmw3/01","+","HwCw – Falsebox – Feather moss",NA,NA
"2913","ICHmw3/01$YC","+","HwCw – Feather moss",NA,NA
"2914","ICHmw3/02","+","Fd – Juniper – Cladina",NA,NA
"2915","ICHmw3/03","+","Fd – Pinegrass – Feather moss",NA,NA
"2916","ICHmw3/04","+","CwFd – Soopolallie – Twinflower",NA,NA
"2917","ICHmw3/05","+","CwFd – Falsebox",NA,NA
"2918","ICHmw3/06","+","CwHw – Oak fern",NA,NA
"2919","ICHmw3/08","+","CwSxw – Skunk cabbage",NA,NA
"2920","ICHmw3/09","+","Sedge – Sphagnum",NA,NA
"2921","ICHmw3/10","+","Sb – Buckbean – Peat moss",NA,NA
"2922","ICHmw3/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"2923","ICHmw3/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"2924","ICHmw3/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"2925","ICHmw3/Wm09","+","Inflated sedge","Wm","wetland marsh"
"2926","ICHmw4/101","+","HwCw – Falsebox",NA,NA
"2927","ICHmw4/102","+","FdPl – Juniper – Kinnikinnick",NA,NA
"2928","ICHmw4/103","+","Fd – Douglas' maple – Falsebox",NA,NA
"2929","ICHmw4/104","+","FdCw – Falsebox – Prince's pine",NA,NA
"2930","ICHmw4/104.1","+","FdCw – Falsebox – Prince's pine",NA,NA
"2931","ICHmw4/104.2","+","FdCw – Falsebox – Bear-grass",NA,NA
"2932","ICHmw4/110","+","CwHw – Oak fern",NA,NA
"2933","ICHmw4/112","+","CwHw – Devil's club – Lady fern",NA,NA
"2934","ICHmw4/114","+","SxwCw – Horsetail – Lady fern",NA,NA
"2935","ICHmw4/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"2936","ICHmw4/Fl02","+","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"2937","ICHmw4/Fl04","+","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"2938","ICHmw4/Gb03","+","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"2939","ICHmw4/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"2940","ICHmw4/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2941","ICHmw4/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2942","ICHmw4/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2943","ICHmw4/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2944","ICHmw4/Ro09.2","+","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"2945","ICHmw4/Ro10","+","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"2946","ICHmw4/Rt01","+","Rocktripe – Green map","Rt","talus"
"2947","ICHmw4/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"2948","ICHmw4/Rt03","+","Raspberry – Feather moss – Clad lichen","Rt","talus"
"2949","ICHmw4/Vh01","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2950","ICHmw4/Vh01.1","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2951","ICHmw4/Vh01.2","+","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"2952","ICHmw4/Vh03","+","Lady fern – Hellebore – Valerian","Vh","avalanche herb"
"2953","ICHmw4/Vh10","+","Fireweed – Grouseberry","Vh","avalanche herb"
"2954","ICHmw4/Vh11","+","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"2955","ICHmw4/Vs01","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"2956","ICHmw4/Vs01.1","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"2957","ICHmw4/Vs01.2","+","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"2958","ICHmw4/Vs02","+","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"2959","ICHmw4/Vs04","+","Sitka alder – Devil's club – Oak fern","Vs","avalanche shrub"
"2960","ICHmw4/Vs10","+","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2961","ICHmw4/Vs10.1","+","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2962","ICHmw4/Vs10.2","+","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2963","ICHmw4/Vs11","+","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2964","ICHmw4/Vs13","+","Huckleberry – Bear-grass – Fireweed","Vs","avalanche shrub"
"2965","ICHmw4/Vs14","+","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"2966","ICHmw4/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"2967","ICHmw4/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"2968","ICHmw4/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"2969","ICHmw4/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"2970","ICHmw4/Wm04","+","Common spikerush","Wm","wetland marsh"
"2971","ICHmw4/Wm05","+","Cattail","Wm","wetland marsh"
"2972","ICHmw4/Wm15","+","Bluejoint – Water sedge","Wm","wetland marsh"
"2973","ICHmw4/Ws01","+","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"2974","ICHmw4/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"2975","ICHmw4/Ws10","+","CwSxw – Skunk cabbage","Ws","wetland swamp"
"2976","ICHmw5/101","+","HwCw – Falsebox",NA,NA
"2977","ICHmw5/102","+","FdPl – Juniper – Kinnikinnick",NA,NA
"2978","ICHmw5/103","+","Fd – Douglas' maple – Falsebox",NA,NA
"2979","ICHmw5/104","+","FdCw – Falsebox – Prince's pine",NA,NA
"2980","ICHmw5/110","+","CwHw – Oak fern",NA,NA
"2981","ICHmw5/111","+","CwHw – Devil's club – Lady fern",NA,NA
"2982","ICHmw5/111.1","+","CwHw – Devil's club – Lady fern",NA,NA
"2983","ICHmw5/111.2","+","CwHw – Lady fern – Oak fern",NA,NA
"2984","ICHmw5/112","+","Sxw(Hw) – Huckleberry – Oak fern",NA,NA
"2985","ICHmw5/113","+","CwSxw – Skunk cabbage",NA,NA
"2986","ICHmw5/Ff01","+","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"2987","ICHmw5/Ff01a","+","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"2988","ICHmw5/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"2989","ICHmw5/Fl02","+","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"2990","ICHmw5/Fl04","+","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"2991","ICHmw5/Fl05","+","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"2992","ICHmw5/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"2993","ICHmw5/Gg11$2.1","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"2994","ICHmw5/Gg11$2.4","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"2995","ICHmw5/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2996","ICHmw5/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2997","ICHmw5/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2998","ICHmw5/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2999","ICHmw5/Ro09.2","+","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"3000","ICHmw5/Ro10","+","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"3001","ICHmw5/Rt01","+","Rocktripe – Green map","Rt","talus"
"3002","ICHmw5/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"3003","ICHmw5/Rt03","+","Raspberry – Feather moss – Clad lichen","Rt","talus"
"3004","ICHmw5/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"3005","ICHmw5/Rt07.1","+","Juniper – Rocktripe","Rt","talus"
"3006","ICHmw5/Rt07.2","+","Aspen – Juniper – Rocktripe; Juniper variation","Rt","talus"
"3007","ICHmw5/Rt08","+","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"3008","ICHmw5/Vh01","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"3009","ICHmw5/Vh01.1","+","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"3010","ICHmw5/Vh01.2","+","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"3011","ICHmw5/Vh03","+","Lady fern – Hellebore – Valerian","Vh","avalanche herb"
"3012","ICHmw5/Vh10","+","Fireweed – Grouseberry","Vh","avalanche herb"
"3013","ICHmw5/Vh11","+","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"3014","ICHmw5/Vs01","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"3015","ICHmw5/Vs01.1","+","Sitka alder – Lady fern","Vs","avalanche shrub"
"3016","ICHmw5/Vs01.2","+","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"3017","ICHmw5/Vs02","+","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"3018","ICHmw5/Vs04","+","Sitka alder – Devil's club – Oak fern","Vs","avalanche shrub"
"3019","ICHmw5/Vs10","+","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"3020","ICHmw5/Vs10.1","+","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"3021","ICHmw5/Vs10.2","+","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"3022","ICHmw5/Vs11","+","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"3023","ICHmw5/Vs12","+","Huckleberry – Rhododendron – Fireweed","Vs","avalanche shrub"
"3024","ICHmw5/Vs14","+","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"3025","ICHmw5/Wb16","+","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"3026","ICHmw5/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"3027","ICHmw5/Wf04","+","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"3028","ICHmw5/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"3029","ICHmw5/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"3030","ICHmw5/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"3031","ICHmw5/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"3032","ICHmw5/Wm04","+","Common spikerush","Wm","wetland marsh"
"3033","ICHmw5/Wm05","+","Cattail","Wm","wetland marsh"
"3034","ICHmw5/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"3035","ICHmw5/Wm09","+","Inflated sedge","Wm","wetland marsh"
"3036","ICHmw5/Wm15","+","Bluejoint – Water sedge","Wm","wetland marsh"
"3037","ICHmw5/Ws01","+","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"3038","ICHmw5/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"3039","ICHmw5/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"3040","ICHmw5/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"3041","ICHmw5/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"3042","ICHmw5/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"3043","ICHmw5/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"3044","ICHmw5/Ws10","+","CwSxw – Skunk cabbage","Ws","wetland swamp"
"3045","ICHvc/01","+","HwBl – Devil's club",NA,NA
"3046","ICHvc/01.1","+","HwBl – Devil's club; Hw variation",NA,NA
"3047","ICHvc/01.2","+","HwBl – Devil's club; Bl variation",NA,NA
"3048","ICHvc/02","+","Hw – Step moss",NA,NA
"3049","ICHvc/02.1","+","Hw – Step moss; Hw variation",NA,NA
"3050","ICHvc/02.2","+","Hw – Step moss; Bl variation",NA,NA
"3051","ICHvc/03a","+","Sx – Devil's club; Fluvial",NA,NA
"3052","ICHvc/03b","+","Sx – Devil's club; Morainal",NA,NA
"3053","ICHvc/07","+","Hw – Cloudberry – Peat moss",NA,NA
"3054","ICHvc/51","+","Sitka alder – Devil's club",NA,NA
"3055","ICHvc/52","+","Mountain alder – Lady fern",NA,NA
"3056","ICHvc/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"3057","ICHvc/Wb13","+","Shore sedge – Buckbean – Peat moss","Wb","wetland bog "
"3058","ICHvc/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"3059","ICHvc/Wf51","+","Sitka sedge – Peat mosses","Wf","wetland fen"
"3060","ICHvc/Wm09","+","Inflated sedge","Wm","wetland marsh"
"3061","ICHvc/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"3062","ICHvc/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"3063","ICHvk1/01","+","CwHw – Devil's club – Lady fern",NA,NA
"3064","ICHvk1/02","+","HwCw – Falsebox – Feather moss",NA,NA
"3065","ICHvk1/03","+","HwCw – Falsebox – Feather moss",NA,NA
"3066","ICHvk1/04","+","CwHw – Oak fern – Spiny wood fern",NA,NA
"3067","ICHvk1/05","+","CwSxw – Devil's club – Horsetail",NA,NA
"3068","ICHvk1/06","+","CwSxw – Skunk cabbage",NA,NA
"3069","ICHvk1/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"3070","ICHvk1/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"3071","ICHvk1/Wf11","+","Tufted clubrush – Star moss","Wf","wetland fen"
"3072","ICHvk1/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"3073","ICHvk2/01","+","CwHw – Devil's club – Lady fern",NA,NA
"3074","ICHvk2/02","+","HwCw – Cladonia",NA,NA
"3075","ICHvk2/03","+","HwCw – Step moss",NA,NA
"3076","ICHvk2/04","+","CwHw – Oak fern",NA,NA
"3077","ICHvk2/06","+","CwSxw – Skunk cabbage",NA,NA
"3078","ICHvk2/08","+","Pl – Bog-rosemary – Peat moss",NA,NA
"3079","ICHvk2/09","+","Sb – Buckbean – Peat moss",NA,NA
"3080","ICHvk2/10","+","Sb – Skunk cabbage – Peat moss",NA,NA
"3081","ICHvk2/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"3082","ICHvk2/Ws01","+","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"3083","ICHwc/01","+","HwBl – Oak fern",NA,NA
"3084","ICHwc/02","+","HwPl – Feather moss – Cladonia",NA,NA
"3085","ICHwc/03","+","Hw – Step moss",NA,NA
"3086","ICHwc/04","+","HwBl – Devil's club",NA,NA
"3087","ICHwc/08","+","Sx – Horsetail",NA,NA
"3088","ICHwc/09","+","Hw – Cloudberry – Peat moss",NA,NA
"3089","ICHwc/10","+","Pl – Water sedge – Peat mosses",NA,NA
"3090","ICHwc/51","+","Sitka alder – Devil's club",NA,NA
"3091","ICHwc/52","+","Mountain alder – Lady fern",NA,NA
"3092","ICHwc/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"3093","ICHwc/Wf51","+","Sitka sedge – Peat mosses","Wf","wetland fen"
"3094","ICHwk1/01","+","CwHw – Oak fern",NA,NA
"3095","ICHwk1/02","+","Racomitrium – Cladonia",NA,NA
"3096","ICHwk1/03","+","PlHw – Velvet-leaved blueberry",NA,NA
"3097","ICHwk1/04","+","HwCw – Falsebox – Feather moss",NA,NA
"3098","ICHwk1/05","+","CwHw – Devil's club – Lady fern",NA,NA
"3099","ICHwk1/07","+","CwSxw – Skunk cabbage",NA,NA
"3100","ICHwk1/08","+","Sedge – Sphagnum",NA,NA
"3101","ICHwk1/09","+","Sedge – Sphagnum",NA,NA
"3102","ICHwk1/Fl02","+","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"3103","ICHwk1/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"3104","ICHwk1/Wf06","+","Slender sedge – Buckbean","Wf","wetland fen"
"3105","ICHwk1/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"3106","ICHwk1/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"3107","ICHwk1/Wm09","+","Inflated sedge","Wm","wetland marsh"
"3108","ICHwk1/Wm51","+","Three-way marsh-sedge","Wm","wetland marsh"
"3109","ICHwk1/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"3110","ICHwk2/01","+","CwHw – Oak fern",NA,NA
"3111","ICHwk2/01a","+","CwHw – Oak fern; Typic",NA,NA
"3112","ICHwk2/01b","+","CwHw – Oak fern; Moist",NA,NA
"3113","ICHwk2/02","+","HwCw – Cladonia",NA,NA
"3114","ICHwk2/03","+","CwFd – Juniper – Falsebox",NA,NA
"3115","ICHwk2/04","+","HwCw – Step moss",NA,NA
"3116","ICHwk2/07","+","CwHw – Devil's club – Lady fern",NA,NA
"3117","ICHwk2/08","+","CwSxw – Skunk cabbage",NA,NA
"3118","ICHwk2/09","+","Pl – Water sedge – Peat mosses",NA,NA
"3119","ICHwk2/10","+","Pl – Few-flowered sedge – Peat moss",NA,NA
"3120","ICHwk2/Wb13","+","Shore sedge – Buckbean – Peat moss","Wb","wetland bog "
"3121","ICHwk2/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"3122","ICHwk2/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"3123","ICHwk2/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"3124","ICHwk3/01","+","CwHw – Oak fern",NA,NA
"3125","ICHwk3/02","+","Hw – Azalea – Cladonia",NA,NA
"3126","ICHwk3/03","+","CwSxw – Prince's pine – Cat's-tail moss",NA,NA
"3127","ICHwk3/04","+","HwCw – Step moss",NA,NA
"3128","ICHwk3/05","+","CwHw – Devil's club – Lady fern",NA,NA
"3129","ICHwk3/06","+","CwSxw – Devil's club – Horsetail",NA,NA
"3130","ICHwk3/07","+","Hw – Wood horsetail – Sphagnum",NA,NA
"3131","ICHwk3/08","+","PlSb – Sedge – Sphagnum",NA,NA
"3132","ICHwk3/09","+","CwSxw – Skunk cabbage",NA,NA
"3133","ICHwk3/10","+","Pl – Bog-rosemary – Peat moss",NA,NA
"3134","ICHwk3/11","+","Sb – Buckbean – Peat moss",NA,NA
"3135","ICHwk3/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"3136","ICHwk4/01","+","CwHw – Oak fern",NA,NA
"3137","ICHwk4/01a","+","CwHw – Oak fern; Typic",NA,NA
"3138","ICHwk4/01b","+","CwHw – Oak fern; Moist",NA,NA
"3139","ICHwk4/02","+","HwCw – Cladonia",NA,NA
"3140","ICHwk4/03","+","CwSxw – Soopolallie",NA,NA
"3141","ICHwk4/05","+","HwCw – Step moss",NA,NA
"3142","ICHwk4/07","+","CwHw – Devil's club – Lady fern",NA,NA
"3143","ICHwk4/09","+","Labrador tea – Sedge – Sphagnum",NA,NA
"3144","ICHwk4/Fl02","+","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"3145","ICHwk4/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
