Retire,SS_class,Source,Zone,SubzoneGroup,Subzone,BGC_Label,BGC,BGCName,ZoneName,SubzoneName,VariantName,General Location,OldSubzoneLabel,DataSet,State,Notes
,,USA_2019,CCH,CCH,CCHun,CCH un_CA,CCHun_CA,California Undifferentiated CCH,California Chaparrel,Undifferentiated,California,Northern California,CCH un,USA,CA,
,,USA_2019,CDF,CDF,CDFmm,CDF mm_OR,CDFmm_OR,Oregon Moist Maritime CDF,Coastal Douglas-fir,Moist Maritime,Oregon,W Central W & NW Oregon,CDF dmz,USA,OR,
,,USA_2019,CDF,CDF,CDFmm,CDF mm_WA,CDFmm_WA,Washington Moist Maritime CDF,Coastal Douglas-fir,Moist Maritime,Washington,SW BC and NW Washington,CDF mmz,USA,WA,
,,USA_2019,CDF,CDF,CDFxm,CDF xm_CA,CDFxm_CA,California Very Dry Maritime CDF,Coastal Douglas-fir,Very Dry Maritime,California,SW Oregon and NC California,CDF xmz,USA,CA,
,no,USA_2019,CMA,CMA,CMAun,CMA un_CA,CMAun_CA,California Undifferentiated CMA,Coastal Mountain-heather Alpine,Undifferentiated,California,California,CMA us,USA,CA,
,no,USA_2019,CMA,CMA,CMAun,CMA un_OR,CMAun_OR,Oregon Undifferentiated CMA,Coastal Mountain-heather Alpine,Undifferentiated,Oregon,Oregon,CMA us,USA,OR,
,,USA_2019,ICH,ICH_dry,ICHxw,ICH xw_WA,ICHxw_WA,Washington Very Dry Warm ICH,Interior Cedar – Hemlock,Very Dry Warm,Washington,NE Washington,ICH xwz,USA,WA,
,,USA_2019,IDF,IDF,IDFdh,IDF dh_MT,IDFdh_MT,Montana Dry Hot IDF,Interior Douglas-fir,Dry Hot,Montana,W Montana,IDF dhx,USA,MT,
,,USA_2019,IDF,IDF,IDFdh,IDF dh_UT,IDFdh_UT,Utah Dry Hot IDF,Interior Douglas-fir,Dry Hot,Utah,E Nevada,Utah,"W Colorado""",IDF utz,USA
,,USA_2019,IDF,IDF,IDFdh,IDF dh_WA,IDFdh_WA,Washington Dry Hot IDF,Interior Douglas-fir,Dry Hot,Washington,NE Washington,IDF dhy,USA,WA,
,,USA_2019,IDF,IDF_cool,IDFdk,IDF dk_MT,IDFdk_MT,Montana Dry Cool IDF,Interior Douglas-fir,Dry Cool,Montana,NC Montana,IDF dxz,USA,MT,
,,USA_2019,IDF,IDF_cool,IDFdk,IDF dk_WA,IDFdk_WA,Washington Dry Cool IDF,Interior Douglas-fir,Dry Cool,Washington,NC Washington,IDF dky,USA,WA,
,,USA_2019,IDF,IDF_cool,IDFdkx,IDF dkx_MT,IDFdkx_MT,Montana Dry Cool/Mild IDF,Interior Douglas-fir,Dry Cool/Mild,Montana,SC Montana,S Idaho,"NW Wyoming""",,USA
,,USA_2019,IDF,IDF_meso,IDFdm,IDF dm_MT,IDFdm_MT,Montana Dry Mild IDF,Interior Douglas-fir,Dry Mild,Montana,NW Montana,IDF dmz,USA,MT,
,,USA_2019,IDF,IDF_meso,IDFdm,IDF dm_WA,IDFdm_WA,Washington Dry Mild IDF,Interior Douglas-fir,Dry Mild,Washington,NE Washington,IDF dmy,USA,WA,
,,USA_2019,IDF,IDF,IDFdx,IDF dx_MT,IDFdx_MT,Montana Dry Very Hot IDF,Interior Douglas-fir,Dry Very Hot,Montana,SW Montana,"S Idaho""",IDF xxz,USA,MT
,,USA_2019,IDF,IDF,IDFdxx,IDF dxx_WY,IDFdxx_WY,Wyoming Dry Very Hot IDF,Interior Douglas-fir,Dry Very Hot,Wyoming,Wyoming & SC Montana,,USA,WY,
,,USA_2019,IDF,IDF_hot,IDFxh,IDF xh_ID,IDFxh_ID,Idaho Very Dry Hot IDF,Interior Douglas-fir,Very Dry Hot,Idaho,WC Idaho,IDF xhz,USA,ID,
,,USA_2019,IDF,IDF_hot,IDFxh,IDF xh_WA,IDFxh_WA,Washington Very Dry Hot IDF,Interior Douglas-fir,Very Dry Hot,Washington,WC Washington,IDF xhy,USA,WA,
,,USA_2019,IDF,IDF_hot,IDFxm,IDF xm_CO,IDFxm_CO,Colorado Very Dry Mild IDF,Interior Douglas-fir,Very Dry Mild,Colorado,N and Central Colorado,IDF coz,USA,CO,
,,USA_2019,IDF,IDF_hot,IDFxx,IDF xx_MT,IDFxx_MT,Montana Very Dry Very Hot IDF,Interior Douglas-fir,Very Dry Very Hot,Montana,NW Montana,IDF xxy,USA,MT,
,,USA_2019,IDF,IDF_hot,IDFxx,IDF xx_WA,IDFxx_WA,Washington Very Dry Very Hot IDF,Interior Douglas-fir,Very Dry Very Hot,Washington,WC Washington,IDF xyz,USA,WA,
,,USA_2019,IGF,IGF_meso,IGFdk,IGF dk_WA,IGFdk_WA,Washington Dry Cool IGF,Interior Grand Fir,Dry Cool,Washington,WC Washington,IGF dmz,USA,WA,
,,USA_2019,IGF,IGF_dry,IGFdw,IGF dw_OR,IGFdw_OR,Oregon Dry Warm IGF,Interior Grand Fir,Dry Warm,Oregon,NW Oregon & SC Washington,IGF mwz,USA,OR,
,,USA_2019,IGF,IGF_meso,IGFmh,IGF mh_OR,IGFmh_OR,Oregon Moist Hot IGF,Interior Grand Fir,Moist Hot,Oregon,NE Oregon,,USA,OR,
,,USA_2019,IGF,IGF_meso,IGFmm,IGF mm_OR,IGFmm_OR,Oregon Moist Mild IGF,Interior Grand Fir,Moist Mild,Oregon,NE Oregon & SW Idaho,IGF mmz,USA,OR,
,,USA_2019,IGF,IGF_dry,IGFxm,IGF xm_OR,IGFxm_OR,Oregon Very Dry Mild IGF,Interior Grand Fir,Very Dry Mild,Oregon,NE Oregon,SE Washington,"E Idaho""",,USA
,,USA_2019,IMA,IMA,IMAun,IMA un_CO,IMAun_CO,Colorado Undifferentiated IMA,Interior Mountain-heather Alpine,Undifferentiated,Colorado,Colorado,IMA us,USA,CO,
,,USA_2019,IMA,IMA,IMAun,IMA un_MT,IMAun_MT,Montana Undifferentiated IMA,Interior Mountain-heather Alpine,Undifferentiated,Montana,Montana,IMA us,USA,MT,
,,USA_2019,IMA,IMA,IMAun,IMA un_WA,IMAun_WA,Washington Undifferentiated IMA,Interior Mountain-heather Alpine,Undifferentiated,Washington,Washington,IMA us,USA,WA,
,,USA_2019,IMA,IMA,IMAun,IMA un_WY,IMAun_WY,Wyoming Undifferentiated IMA,Interior Mountain-heather Alpine,Undifferentiated,Wyoming,Wyoming,IMA us,USA,WY,
,,USA_2019,IWF,IWF,IWFdm,IWF dm_CO,IWFdm_CO,Colorado Dry Mild IWF,Interior White Fir,Dry Mild,Colorado,S Colorado,IWF cow,USA,CO,
,,USA_2019,IWF,IWF,IWFdw,IWF dw_OR,IWFdw_OR,Oregon Dry Warm IWF,Interior White Fir,Dry Warm,Oregon,C Oregon,IWF dcz,USA,OR,
,,USA_2019,IWF,IWF,IWFxk,IWF xk_NV,IWFxk_NV,Nevada Very Dry Cool IWF,Interior White Fir,Very Dry Cool,Nevada,E Nevada,new,USA,NV,
,,USA_2019,IWF,IWF,IWFxm,IWF xm_CA,IWFxm_CA,Nevada Very Dry Mild IWF,Interior White Fir,Very Dry Mild,Nevada,E CA,W NV,"near Lake Tahoe""",IWF nvy,USA
,,USA_2019,JPW,JPW,JPWdm,JPW dm_WY,JPWdm_WY,Wyoming Dry Mild JPW,Juniper – Pine Woodland,Dry Mild,Wyoming,Wyoming,JPW wy,USA,WY,
,,USA_2019,JPW,JPW,JPWdw,JPW dw_UT,JPWdw_UT,Utah Dry Warm JPW,Juniper – Pine Woodland,Dry Warm,Utah,E Utah,"W Colorado""",JPW cop,USA,UT
,,USA_2019,JPW,JPW,JPWwm,JPW wm_CO,JPWwm_CO,Colorado Wet Mild JPW,Juniper – Pine Woodland,Wet Mild,Colorado,S Colorado,JPW srm,USA,CO,
,,USA_2019,JPW,JPW,JPWxh,JPW xh_CA,JPWxh_CA,California Very Dry Hot JPW,Juniper – Pine Woodland,Very Dry Hot,California,S CA,new,USA,CA,
,,USA_2019,JPW,JPW,JPWxw,JPW xw_NV,JPWxw_NV,Nevada Very Dry Warm JPW,Juniper – Pine Woodland,Very Dry Warm,Nevada,CA,NV,W Utah,"S ID""",JPW gbz
,,USA_2019,MDCH,MDCH,MDCHun,MDCHun_NV,MDCHun_NV,Nevada Undifferentiated MDCH,Madrean Chaparral,Undifferentiated,Nevada,Nevada,Utah,"Arizona""",MDCH un,USA
,,USA_2019,MGP,MGP,MGPmw,MGP mw_MT,MGPmw_MT,Montana Moist Warm MGP,Mixed-grass Prairie,Moist Warm,Montana,Montana,"E Wyoming""",MGP un,USA,MT
,,USA_2019,MH,MH_maritime,MHdm,MH  dm_OR,MHdm_OR,Oregon Dry Maritime MH,Mountain Hemlock,Dry Maritime,Oregon,SW Washington & W Oregon,MH  dmz,USA,OR,
,,USA_2019,MH,MH_submaritme,MHds,MH  ds_OR,MHds_OR,Oregon Dry Submaritime MH,Mountain Hemlock,Dry Submaritime,Oregon,W Oregon,MH  dsz,USA,OR,
,,USA_2019,MH,MH_submaritme,MHds,MH  ds_WA,MHds_WA,Washinton Dry Submaritime MH,Mountain Hemlock,Dry Submaritime,Washinton,W Washington,MH  dsz,USA,WA,
,,USA_2019,MH,MH_maritime,MHmm,MH  mm_WA,MHmm_WA,Washington Moist Maritime MH,Mountain Hemlock,Moist Maritime,Washington,NW Washington,MH  mmz,USA,WA,
,,USA_2019,MH,MH_submaritme,MHms,MH  ms_WA,MHms_WA,Washington Moist Submaritime MH,Mountain Hemlock,Moist Submaritime,Washington,NW Washington,MH  msz,USA,WA,
,,USA_2019,MHRF,MHRF,MHRFdm,MHRFdm_OR,MHRFdm_OR,Oregon Dry Maritime MHRF,Mountain Hemlock Cedar – Shasta Red Fir,Dry Maritime,Oregon,SW Oregon,"California""",MHRFmmz,USA,OR
,,USA_2019,MHRF,MHRF,MHRFds,MHRFds_CA,MHRFds_CA,California Dry Submaritime MHRF,Mountain Hemlock Cedar – Shasta Red Fir,Dry Submaritime,California,SW Oregon,"California""",MHRFmsz,USA,CA
,,USA_2019,MHRF,MHRF,MHRFmm,MHRFmm_OR,MHRFmm_OR,Oregon Moist Maritime MHRF,Mountain Hemlock Cedar – Shasta Red Fir,Moist Maritime,Oregon,Oregon,MHRFwmz,USA,OR,
,,USA_2019,MS,MS_meso,MSdh,MS  dh_MT,MSdh_MT,Montana Dry Hot MS,Montane Spruce,Dry Hot,Montana,W Montana,,USA,MT,
,,USA_2019,MS,MS_meso,MSdh,MS  dh_UT,MSdh_UT,Utah Dry Hot MS,Montane Spruce,Dry Hot,Utah,Utah,E Nevada,"NW Colorado""",MS  utz,USA
,,USA_2019,MS,MS_meso,MSdh,MS  dh_WY,MSdh_WY,Wyoming Dry Hot MS,Montane Spruce,Dry Hot,Wyoming,S Idaho,S Montana,"Wyoming""",MS  xxz,USA
,,USA_2019,MS,MS_meso,MSdk,MS  dk_CO,MSdk_CO,Colorado Dry Cool MS,Montane Spruce,Dry Cool,Colorado,C Colorado,"S Wyoming""",MS  cow,USA,CO
,,USA_2019,MS,MS_meso,MSdm,MS  dm_WA,MSdm_WA,Washington Dry Mild MS,Montane Spruce,Dry Mild,Washington,NW & NC Washington,MS  dmz,USA,WA,
,,USA_2019,MS,MS_meso,MSdw,MS  dw_MT,MSdw_MT,Montana Dry Warm MS,Montane Spruce,Dry Warm,Montana,NW Montana,MS  dwz,USA,MT,
,,USA_2019,MS,MS_meso,MSmm,MS  mm_ID,MSmm_ID,Idaho Moist Mild MS,Montane Spruce,Moist Mild,Idaho,C Idaho,"SW Montana""",MS  xmz,USA,ID
,,USA_2019,MS,MS_dry,MSxh,MS  xh_OR,MSxh_OR,Oregon Very Dry Hot MS,Montane Spruce,Very Dry Hot,Oregon,NE Oregon,MS  xcy,USA,OR,
,,USA_2019,MS,MS_dry,MSxk,MS  xk_WA,MSxk_WA,Washington Very Dry Cool MS,Montane Spruce,Very Dry Cool,Washington,NW Washington,MS  xkz,USA,WA,
,,USA_2019,MS,MS_dry,MSxm,MS  xm_CO,MSxm_CO,Colorado Very Dry Mild MS,Montane Spruce,Very Dry Mild,Colorado,C and N Colorado,MS  coa,USA,CO,
,,USA_2019,MS,MS_dry,MSxx,MS  xx_NV,MSxx_NV,Nevada Very Dry Very Hot MS,Montane Spruce,Very Dry Very Hot,Nevada,C Nevada,MS  nvz,USA,CO,
,,USA_2019,MSSD,MSSD,MSSDun,MSSDun_NV,MSSDun_NV,Nevada Undifferentiated MSSD,Mojave – Sonoran Semi-Desert,Undifferentiated,Nevada,E California,"S Nevada""",MSSD un,USA,NV
,,USA_2019,OW,OW,OWun,OW  un_CA,OWun_CA,California Undifferentiated OW,Oak Woodland,Undifferentiated,California,C California,OW  caz,USA,CA,
,,USA_2019,PP,PP,PPmx,PP  mx_WY,PPmx_WY,Wyoming Moist Very Hot PP,Ponderosa Pine,Moist Very Hot,Wyoming,NE Wyoming,PP  wy,USA,WY,
,,USA_2019,PP,PP,PPxh,PP  xh_CO,PPxh_CO,Colorado Very Dry Hot PP,Ponderosa Pine,Very Dry Hot,Colorado,Colorado,PP  coz,USA,CO,
,,USA_2019,PP,PP,PPxh,PP  xh_WA,PPxh_WA,Washington Very Dry Hot PP,Ponderosa Pine,Very Dry Hot,Washington,NE Washington & SW Idaho,PP  xhz,USA,WA,
,,USA_2019,PP,PP,PPxk,PP  xk_OR,PPxk_OR,Oregon Very Dry Cool PP,Ponderosa Pine,Very Dry Cool,Oregon,SC Oregon,PP  pum,USA,OR,
,,USA_2019,PP,PP,PPxm,PP  xm_OR,PPxm_OR,Oregon Very Dry Mild PP,Ponderosa Pine,Very Dry Mild,Oregon,C Oregon to NE CA,PP  orz,USA,OR,
,,USA_2019,PP,PP,PPxw,PP  xw_MT,PPxw_MT,Montana Very Dry Warm PP,Ponderosa Pine,Very Dry Warm,Montana,S Montana,"NE Wyoming""",PP  xxz,USA,MT
,,USA_2019,PP,PP,PPxw,PP  xw_WY,PPxw_WY,Wyoming Very Dry Warm PP,Ponderosa Pine,Very Dry Warm,Wyoming,S Wyoming,,USA,WY,
,,USA_2019,PP,PP,PPxx,PP  xx_OR,PPxx_OR,Oregon Very Dry Very Hot PP,Ponderosa Pine,Very Dry Very Hot,Oregon,SC Washington,"NC Oregon""",PP  xyz,USA,OR
,,USA_2019,SGP,SGP,SGPdm,SGP dm_CO,SGPdm_CO,Colorado Dry Mild SGP,Shortgrass Prairie,Dry Mild,Colorado,Colorado,"SE Wyoming""",SGP un,USA,CO
,,USA_2019,WJP,WJP,WJPxm,WJP xm_OR,WJPxm_OR,Oregon Very Dry Mild WJP,Western Juniper – Pine,Very Dry Mild,Oregon,Oregon,NE California,"SW Idaho""",WJP juz,USA
,,USA_2021,MMM,MMM,MMMdk,MMM dk_NV,MMMdk_NV,Nevada Dry Cool MMM,Montane Mountain Mahogony,Dry Cool,Nevada,C Nevada,,USA,NV,
,,USA_2023,CMX,CMX,CMXmm_OR,CMX mm_OR,CMXmm_OR,Oregon Moist Maritime CMX,Coastal Mixed Evergreen,Moist Maritime,Oregon,SW Oregon and NW California,,USA,OR,
,,USA_2023,CWF,CWF,CWFdm_OR,CWF dm_OR,CWFdm_OR,Dry Maritime CWF,Coastal White Fir,Dry Maritime,,Southern Oregon,"N California""",,USA,OR
,,USA_2023,CWH,CWH_dry/continental,CWHdm_OC,CWH dm_OC,CWHdm_OC,Oregon Coast Dry Maritime Coast CWH,Coastal Western Hemlock,Dry Maritime Coast,Oregon Coast,W Oregon,,USA,OR,
,,USA_2023,CWH,CWH_dry/continental,CWHdm_WC,CWH dm_WC,CWHdm_WC,Washington Coast Dry Maritime Coast CWH,Coastal Western Hemlock,Dry Maritime Coast,Washington Coast,W Washington,"NW Oregon""",,USA,WA
,,USA_2023,CWH,CWH_hypermaritime,CWHwh,CWH wh_OR,CWHwh_OR,Oregon Wet Hypermaritime CWH,Coastal Western Hemlock,Wet Hypermaritime,Oregon,W Oregon,"Washington""",CWH whz,USA,WA
,,USA_2023,ICH,ICH_dry,ICHxh,ICH xh_ID,ICHxh_ID,Idaho Very Dry Hot ICH,Interior Cedar – Hemlock,Very Dry Hot,Idaho,N Idaho,,USA,ID,
,,USA_2023,ICH,ICH_dry,ICHxw,ICH xw_ID,ICHxw_ID,Idaho Very Dry Warm ICH,Interior Cedar – Hemlock,Very Dry Warm,Idaho,N Idaho,,USA,ID,
,,USA_2023,IDF,IDF_hot,IDFxh,IDF xh_OR,IDFxh_OR,Oregon Very Dry Hot IDF,Interior Douglas-fir,Very Dry Hot,Oregon,E Oregon,,USA,OR,
,,USA_2023,IMA,IMA,IMAun,IMA un_ID,IMAun_ID,Idaho Undifferentiated IMA,Interior Mountain-heather Alpine,Undifferentiated,Idaho,Idaho,IMA us,USA,WY,
,,USA_2023,IMA,IMA,IMAun,IMA un_OR,IMAun_OR,Oregon Undifferentiated IMA,Interior Mountain-heather Alpine,Undifferentiated,Oregon,Oregon,IMA us,USA,WY,
,,USA_2023,OW,OW,OWdm_OR,OW  dm_OR,OWdm_OR,Oregon Dry Maritime OW,Oak Woodland,Dry Maritime,Oregon,SW Oregon,"N California""",,USA,OR
,,USA_2023,OW,OW,OWmm_OR,OW  mm_OR,OWmm_OR,Oregon Moist Maritime OW,Oak Woodland,Moist Maritime,Oregon,SW Oregon,,USA,OR,
,,USA_2023,ESSF,ESSF_dry,ESSFdw,ESSFdw_ID,ESSFdw_ID,Idaho Dry Warm ESSF,Engelmann Spruce – Subalpine Fir,Dry Warm,Idaho,,,USA,ID,
,,AB_2018,BSJP,BSJP,BSJPap,BSJPap,BSJPap,Athabasca Plain BSJP,Boreal Spruce and Jack Pine,Athabasca Plain,,NE Alberta,BWSPap,AB,AB,
,,AB_2018,BSJP,BSJP,BSJPku,BSJPku,BSJPku,Kazan Upland BSJP,Boreal Spruce and Jack Pine,Kazan Upland,,NE Alberta,SAWSku,AB,AB,
,,AB_2018,BSJP,BSJP,BSJPpa,BSJPpa,BSJPpa,Peace - Athabasca Delta BSJP,Boreal Spruce and Jack Pine,Peace - Athabasca Delta,,NE Alberta,BWSPpa,AB,AB,
,,AB_2018,BWBS,BWBS_warm,BWBSlf,BWBSlf,BWBSlf,Lower Foothills BWBS,Boreal White and Black Spruce,Lower Foothills,,WC Alberta,SBPAlf,AB,AB,
,,AB_2018,BWBS,BWBS_meso,BWBSnm,BWBSnm,BWBSnm,Northern Mixedwood BWBS,Boreal White and Black Spruce,Northern Mixedwood,,Northern Alberta,BWSPnm,AB,AB,
,,AB_2018,BWBS,BWBS_warm,BWBSpp,BWBSpp,BWBSpp,Peace River Parkland BWBS,Boreal White and Black Spruce,Peace River Parkland,,West Central Alberta,BWSPpp,AB,AB,
,,AB_2018,BWBS,BWBS_cold,BWBSub,BWBSub,BWBSub,Upper Boreal Highlands BWBS,Boreal White and Black Spruce,Upper Boreal Highlands,,West Central Alberta,BWSPup,AB,AB,
,,AB_2018,BWBS,BWBS_warm,BWBSuf,BWBSuf,BWBSuf,Upper Foothills BWBS,Boreal White and Black Spruce,Upper Foothills,,WC Alberta,SBPAuf,AB,AB,
,,AB_2018,ESSF,ESSF_dry,ESSFab,ESSFabC,ESSFabC,Central Alberta ESSF,Engelmann Spruce – Subalpine Fir,Alberta,Central,,ESSFab,AB,AB,
,,AB_2018,ESSF,ESSF_dry,ESSFab,ESSFabE,ESSFabE,Eastern Alberta ESSF,Engelmann Spruce – Subalpine Fir,Alberta,Eastern,,ESSFab,AB,AB,
,,AB_2018,ESSF,ESSF_dry,ESSFab,ESSFabN,ESSFabN,Northern Alberta ESSF,Engelmann Spruce – Subalpine Fir,Alberta,Northern,,ESSFab,AB,AB,
,,AB_2018,ESSF,ESSF_dry,ESSFab,ESSFabS,ESSFabS,Southern Alberta ESSF,Engelmann Spruce – Subalpine Fir,Alberta,Southern,,ESSFab,AB,AB,
,no,AB_2018,FG,FG,FGff,FG  ff,FGff,Foothills FG,Fescue Grassland,Foothills,,SW Alberta,FG  ff,AB,AB,
,no,AB_2018,FG,FG,FGnf,FG  nf,FGnf,Northern FG,Fescue Grassland,Northern,,S Alberta,FG  nf,AB,AB,
,,AB_2018,IMA,IMA,IMAab,IMA  ab,IMAab,Alberta IMA,Interior Mountain-heather Alpine,Alberta,,Alberta Rocky Mountains,AT  ab,AB,AB,
,,AB_2018,MGP,MGP,MGPdm,MGP dm,MGPdm,Dry Mixed Grass MGP,Mixed-grass Prairie,Dry Mixed Grass,,Alberta,FF  dm,USA,MT,
,,AB_2018,MGP,MGP,MGPmg,MGP mg,MGPmg,Mixed Grass MGP,Mixed-grass Prairie,Mixed Grass,,Alberta,FF  mg,USA,MT,
,,AB_2018,SAS,SAS,SASbo,SAS bo,SASbo,Boreal SAS,Sub-arctic Spruce,Boreal,,N Alberta,SAWSbo,AB,AB,
,,AB_2018,SBAP,SBAP,SBAPcp,SBAPcp,SBAPcp,Central Parkland SBAP,Sub-boreal Aspen Parkland,Central Parkland,,E Central Alberta,SBAPcp,AB,AB,No classification. Use edatopic space and ecosites from adjacent Boreal Mixedwood
,,AB_2018,SBAP,SBAP,SBAPfp,SBAPfp,SBAPfp,Foothills Parkland SBAP,Sub-boreal Aspen Parkland,Foothills Parkland,,SW Alberta,SBAPfp,AB,AB,
,,AB_2020,BWBS,BWBS_meso,BWBScm,BWBScm C,BWBScmC,Central Mixedwood BWBS,Boreal White and Black Spruce,Mixedwood,Central,N Alberta,BWSPcm,AB,AB,
,,AB_2020,BWBS,BWBS_meso,BWBScm,BWBScm E,BWBScmE,Eastern Mixedwood BWBS,Boreal White and Black Spruce,Mixedwood,Eastern,N Alberta,BWSPcm,AB,AB,
,,AB_2020,BWBS,BWBS_meso,BWBScm,BWBScm NW,BWBScmNW,Northwestern Mixedwood BWBS,Boreal White and Black Spruce,Mixedwood,Northwestern,N Alberta,BWSPcm,AB,AB,
,,AB_2020,BWBS,BWBS_meso,BWBScm,BWBScm W,BWBScmW,Western Mixedwood BWBS,Boreal White and Black Spruce,Mixedwood,Western,N Alberta,BWSPcm,AB,AB,
,,AB_2020,BWBS,BWBS_meso,BWBSdm,BWBSdm N,BWBSdmN,Northern Dry Mixedwood BWBS,Boreal White and Black Spruce,Dry Mixedwood,Northern,NW Alberta,BWSPdm,AB,AB,
,,AB_2020,BWBS,BWBS_meso,BWBSdm,BWBSdm S,BWBSdmS,Southern Dry Mixedwood BWBS,Boreal White and Black Spruce,Dry Mixedwood,Southern,NW Alberta,BWSPdm,AB,AB,
,,AB_2020,BWBS,BWBS_cold,BWBSlb,BWBSlb E,BWBSlbE,Eastern Lower Boreal Highlands BWBS,Boreal White and Black Spruce,Lower Boreal Highlands,Eastern,W Central Alberta,BWSPlb,AB,AB,
,,AB_2020,BWBS,BWBS_cold,BWBSlb,BWBSlb W,BWBSlbW,Western Lower Boreal Highlands BWBS,Boreal White and Black Spruce,Lower Boreal Highlands,Western,W Central Alberta,BWSPlb,AB,AB,
,,AB_2020,BWBS,BWBS_cold,BWBSlb,BWBSlbN,BWBSlbN,Northern Lower Boreal Highlands BWBS,Boreal White and Black Spruce,Lower Boreal Highlands,Northern,,BWBSlb,AB,AB,
,,AB_2020,MS,MS_meso,MSab,MS  ab N,MSabN,Northern Alberta North MS,Montane Spruce,Alberta North,Northern,SW Alberta,MSFPab,AB,AB,
,,AB_2020,MS,MS_meso,MSab,MS  ab S,MSabS,Southern Alberta South MS,Montane Spruce,Alberta South,Southern,SW Alberta,MSFPab,AB,AB,
