"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"755","ESSFmw1/102.2","Bl – Huckleberry – Rock mosses","",""
"756","ESSFmw1/103","BlPl – Falsebox – Grouseberry","",""
"757","ESSFmw1/104","FdPl – Falsebox – Pinegrass","IN","insolation"
"758","ESSFmw1/105","BlBa – Huckleberry – Pipecleaner moss","",""
"759","ESSFmw1/110","Bl – Valerian – Foamflower","CAS","cold aspects - cold air"
"760","ESSFmw1/111","Se – Horsetail – Valerian","",""
"761","ESSFmw1/Ws08","Bl – Sitka valerian – Horsetail","",""
"762","ESSFmw1/Ws08.1","Bl – Sitka valerian – Horsetail","",""
"763","ESSFvc/01","BlHm – Rhododendron – Oak fern","",""
"764","ESSFvc/02","BlHm – Rhododendron – Leafy liverwort","",""
"765","ESSFvc/03","BlHm – Rhododendron – Pipecleaner moss","",""
"766","ESSFvc/04","BlHm – Devil's club – Lady fern","",""
"767","ESSFvc/05","BlHm – Horsetail","",""
"768","ESSFwc2/01","Bl – Azalea – Oak fern","",""
"769","ESSFwc2/02","Pl – Huckleberry – Cladonia","",""
"770","ESSFwc2/03","Bl – Huckleberry – Arnica","",""
"771","ESSFwc2/04","Bl – Rhododendron – Heron's-bill","",""
"772","ESSFwc2/05","Bl – Azalea – Feathermoss","",""
"773","ESSFwc2/06","Bl – Valerian – Oak fern","",""
"774","ESSFwc2/07","Bl – Devil's club – Lady fern","",""
"775","ESSFwc2/08","Bl – Horsetail – Sphagnum","",""
"776","ESSFwc2/09","Pl – Dwarf blueberry – Sphagnum","",""
"777","ESSFwc4/101","Bl – Rhododendron – Oak fern","",""
"778","ESSFwc4/102","BlPa – Huckleberry – Clad lichen","",""
"779","ESSFwc4/103","Bl – Rhododendron – Huckleberry – Heron's-bill","",""
"780","ESSFwc4/103a","Bl – Rhododendron – Huckleberry – Heron's-bill; Subxeric phase","",""
"781","ESSFwc4/103b","Bl – Rhododendron – Huckleberry – Heron's-bill; Submesic phase","",""
"782","ESSFwc4/110","BlSe – Lady fern – Oak fern","",""
"783","ESSFwc4/111","Bl – Valerian – Foamflower","",""
"784","ESSFwc4/112","Se – Horsetail – Valerian","",""
"785","ESSFwc4/112a","Se – Horsetail – Valerian; Riparian phase","Fh","high fluvial bench"
"786","ESSFwc4/112b","Se – Valerian – Horsetail; Swamp phase","",""
"787","ESSFwc7/101","Bl – Rhododendron – Oak fern","",""
"788","ESSFwc7/102","Bl – Huckleberry – Rock mosses","",""
"789","ESSFwc7/103","Bl – Rhododendron – Bramble – Heron's-bill mosses","",""
"790","ESSFwc7/110","Bl – Twistedstalks – Leafy mosses","",""
"791","ESSFwc7/111","Bl – Valerian – Horsetail","",""
"792","ESSFwcw/101","Bl – Rhododendron – Valerian","",""
"793","ESSFwcw/102","BlPa – Huckleberry – Clad lichen","",""
"794","ESSFwcw/103","Bl – Rhododendron – Woodrush","",""
"795","ESSFwcw/104","Bl – Mountain-heather","SN","late snow"
"796","ESSFwcw/104.1","Bl – Mountain-heather – Woodrush","SN","late snow"
"797","ESSFwcw/104.2","Bl – Mountain-heather – Partridge-foot","SN","late snow"
"798","ESSFwcw/104.3","Bl – Mountain-heather – Mountain sagewort","SN","late snow"
"799","ESSFwcw/110","Bl – Valerian – Hellebore – Globeflower","",""
"800","ESSFwcw/Ws08.2","SeBl – Horsetail – Canby's Lovage","",""
"801","ESSFwh1/101","BlHw – Rhododendron – Foamflower","",""
"802","ESSFwh1/102","Bl – Huckleberry – Rock moss","",""
"803","ESSFwh1/103","BlFd – Huckleberry – Falsebox","IN","insolation"
"804","ESSFwh1/104","BlHw – Huckleberry – Pipecleaner moss","",""
"805","ESSFwh1/110","Se – Devil's club – Lady fern","",""
"806","ESSFwh1/110.1","Se – Devil's club – Lady fern","",""
"807","ESSFwh1/110.2","Se – Lady fern – Oak fern","",""
"808","ESSFwh1/111","SeBl – Horsetail – Canby's lovage","",""
"809","ESSFwh1/111a","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"810","ESSFwh1/111b","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"811","ESSFwh1/Ws08.1","Bl – Sitka valerian – Horsetail","",""
"812","ESSFwh1/Ws08.2","SxwBl – Horsetail – Canby's Lovage","",""
"813","ESSFwh2/101","BlHw – Rhododendron – Foamflower","",""
"814","ESSFwh2/102","Bl – Huckleberry – Rock moss","",""
"815","ESSFwh2/103","Bl – Huckleberry – Falsebox","IN","insolation"
"816","ESSFwh2/104","BlHw – Huckleberry – Pipecleaner moss","",""
"817","ESSFwh2/110","BlSe – Azalea – Oak fern","",""
"818","ESSFwh2/111","Se – Devil's club – Lady fern","",""
"819","ESSFwh2/112","SeBl – Horsetail – Canby's lovage","",""
"820","ESSFwh2/112a","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"821","ESSFwh2/112b","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"822","ESSFwh2/Ws08.1","Bl – Sitka valerian – Horsetail","",""
"823","ESSFwh2/Ws08.2","SxwBl – Horsetail – Canby's Lovage","",""
"824","ESSFwh3/101","BlHw – Rhododendron – Foamflower","",""
"825","ESSFwh3/102","BlFd – Bear-grass – Rock moss","",""
"826","ESSFwh3/103","BlPl – Huckleberry – Bear-grass","IN","insolation"
"827","ESSFwh3/104","Bl – Rhododendron – Bear-grass – Pipecleaner moss","",""
"828","ESSFwh3/104.1","Bl – Rhododendron – Bear-grass – Pipecleaner moss","",""
"829","ESSFwh3/104.2","Bl – Rhododendron – Pipecleaner moss","",""
"830","ESSFwh3/110","Bl – Rhododendron – Oak fern","",""
"831","ESSFwh3/111","Se – Devil's club – Lady fern","",""
"832","ESSFwh3/112","SeBl – Horsetail – Canby's lovage","",""
"833","ESSFwh3/112a","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"834","ESSFwh3/112b","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"835","ESSFwh3/Ws08.1","Bl – Sitka valerian – Horsetail","",""
"836","ESSFwh3/Ws08.2","SxwBl – Horsetail – Canby's Lovage","",""
"837","ESSFwk1/01","Bl – Oak fern – Brachythecium","",""
"838","ESSFwk1/02","Bl – Huckleberry – Feathermoss","",""
"839","ESSFwk1/03","Bl – Oak fern – Knight's plume","",""
"840","ESSFwk1/04","Bl – Twinberry – Lady fern","CA","cold aspects - cold air"
"841","ESSFwk1/05","Bl – Devil's club – Lady fern","",""
"842","ESSFwk1/06","Bl – Horsetail – Sphagnum","CA","cold aspects - cold air"
"843","ESSFwk1/07","Bl – Lady fern – Horsetail","",""
"844","ESSFwk2/01","Bl – Oak fern – Knight's plume","",""
"845","ESSFwk2/02","Bl – Oak fern – Sarsaparilla","",""
"846","ESSFwk2/03","Bl – Oak fern – Bluebells","",""
"847","ESSFwk2/04","Bl – Devil's club – Rhododendron","",""
"848","ESSFwk2/05","Bl – Rhododendron – Lady fern","",""
"849","ESSFwk2/06","Bl – Horsetail – Sphagnum","",""
"850","ESSFwm1/101","Bl – Rhododendron – Azalea – Foamflower","",""
"851","ESSFwm1/102","BlFd – Douglas maple","",""
"852","ESSFwm1/103","Bl – Huckleberry – Falsebox","IN","insolation"
"853","ESSFwm1/104","Bl – Rhododendron – Azalea","CAS","cold aspects - cold air"
"854","ESSFwm1/110","BlSe – Azalea – Oak fern","",""
"855","ESSFwm1/111","Bl – Arrow-leaved groundsel – Canby's lovage","",""
"856","ESSFwm1/112","SeBl – Horsetail – Canby's lovage","",""
"857","ESSFwm1/Ws08","Bl – Sitka valerian – Common horsetail","",""
"858","ESSFwm2/101","Bl – Rhododendron – Azalea – Foamflower","",""
"859","ESSFwm2/102","BlPa – Huckleberry – Clad lichen","",""
"860","ESSFwm2/103","Bl – Azalea – Rhododendron","",""
"861","ESSFwm2/104","Bl – Rhododendron – Huckleberry – Heron's-bill","",""
"862","ESSFwm2/110","BlSe – Azalea – Oak fern","",""
"863","ESSFwm2/111","Bl – Arrow-leaved groundsel – Canby's lovage","",""
"864","ESSFwm2/112","SeBl – Horsetail – Canby's lovage","",""
"865","ESSFwm2/112a","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"866","ESSFwm2/112b","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"867","ESSFwm2/Ws08.1","Bl – Sitka valerian – Horsetail","",""
"868","ESSFwm2/Ws08.2","SxwBl – Horsetail – Canby's Lovage","",""
"869","ESSFwm3/101","Bl – Rhododendron – Azalea – Foamflower","",""
"870","ESSFwm3/102","Bl – Huckleberry – Bear-grass","",""
"871","ESSFwm3/103","BlSe – Rhododendron – Bear-grass","IN","insolation"
"872","ESSFwm3/104","Bl – Rhododendron – Huckleberry – Heron's-bill","CAS","cold aspects - cold air"
"873","ESSFwm3/105","BlSe – Bear-grass – Arnica","",""
"874","ESSFwm3/110","Bl – Rhododendron – Foamflower – Arnica","",""
"875","ESSFwm3/111","Bl – Arrow-leaved groundsel – Canby's lovage","",""
"876","ESSFwm3/112","SeBl – Horsetail – Canby's lovage","",""
"877","ESSFwm3/112a","SeBl – Horsetail – Canby's lovage; Riparian phase","Fh","high fluvial bench"
"878","ESSFwm3/112b","SeBl – Horsetail – Canby's lovage; Swamp phase","",""
"879","ESSFwm3/Ws08.1","Bl – Sitka valerian – Horsetail","",""
"880","ESSFwm3/Ws08.2","SxwBl – Horsetail – Canby's Lovage","",""
"881","ESSFwm4/101","Bl – Rhododendron – Azalea – Foamflower","",""
"882","ESSFwm4/102","BlPl – Low bilberry – Bear-grass","",""
"883","ESSFwm4/102a","BlPl – Low bilberry – Bear-grass; Xeric phase","",""
"884","ESSFwm4/102b","BlPl – Low bilberry – Bear-grass; Subxeric phase","",""
"885","ESSFwm4/103","Bl – Azalea – Low bilberry","",""
"886","ESSFwm4/103.1","Bl – Azalea – Low bilberry","",""
"887","ESSFwm4/103.2","Bl – Azalea – Bear-grass","",""
"888","ESSFwm4/110","BlSe – Azalea – Oak fern","",""
"889","ESSFwm4/111","Bl – Arrow-leaved groundsel – Canby's lovage","",""
"890","ESSFwm4/Ws08.2","SeBl – Horsetail – Canby's Lovage","",""
"891","ESSFwmw/101","Bl – Rhododendron – Woodrush","",""
"892","ESSFwmw/102","BlLa – Heron's-bill","",""
"893","ESSFwmw/103","Bl(La) – Huckleberry – Grouseberry","",""
"894","ESSFwmw/110","Bl – Valerian – Hellebore – Globeflower","",""
"895","ESSFwmw/Ws08.2","SeBl – Horsetail – Canby's Lovage","",""
"896","ESSFwv/01","BlHm – Azalea","",""
"897","ESSFwv/02","BlPl – Cladonia","",""
"898","ESSFwv/03","BlHm – Feathermoss","",""
"899","ESSFwv/04","BlHm – Heron's-bill","",""
"900","ESSFwv/05","Bl – Oak fern – Heron's-bill","",""
"901","ESSFwv/06","Bl – Devil's club – Lady fern","",""
"902","ESSFwv/07","Bl – Valerian – Sickle moss","",""
"903","ESSFwv/08","Bl – Horsetail – Glow moss","",""
"904","ESSFwv/09","Bl – Lady fern – Horsetail","",""
"905","ESSFwvw/101","Bl – Huckleberry – Bramble – (Oakfern)","",""
"906","ESSFwvw/102","Bl – Huckleberry – Bunchberry – Feather moss","",""
"907","ESSFwvw/103","BlHm – Mountain-heather – Leafy liverwort","SN","late snow"
"908","ESSFwvw/104","Bl – Huckleberry – Partridge-foot","",""
"909","ESSFwvw/105","BlHm – Huckleberry – Blueberry","CAS","cold aspects - cold air"
"910","ESSFwvw/110","Bl – Huckleberry – Valerian – Leafy moss","",""
"911","ESSFwvw/111","Bl – Valerian – Horsetail – Leafy moss","",""
"912","ESSFxc1/101","BlSe – Grouseberry – Valerian","",""
"913","ESSFxc1/102","Pl – Juniper – Grouseberry – Clad lichens","",""
"914","ESSFxc1/103","Pl – Juniper – Pinegrass","",""
"915","ESSFxc1/104","BlPl – Grouseberry – Clad lichens","",""
"916","ESSFxc1/105","PlS – Trapper's tea – Grouseberry","",""
"917","ESSFxc1/110","Bl – Rhododendron – Grouseberry","CAS","cold aspects - cold air"
"918","ESSFxc1/111","BlSe – Trapper's tea – Valerian","",""
"919","ESSFxc1/112","Se – Horsetail – Bluejoint","",""
"920","ESSFxc1/113","Se – Rocky Mountain sedge – Valerian","",""
"921","ESSFxc1/Wb16","Sxw – Trapper's tea – Peat moss","",""
"922","ESSFxc1/Ws08","Bl – Sitka valerian – Horsetail","",""
"923","ESSFxc1/Ws08.1","Bl – Sitka valerian – Horsetail","",""
"924","ESSFxc1/Ws12","Sxw – Rocky Mountain sedge – Glow moss","",""
"925","ESSFxc2/101","BlSe – Grouseberry – Valerian","",""
"926","ESSFxc2/102","Pl – Juniper – Grouseberry – Clad lichens","",""
"927","ESSFxc2/103","BlPl – Grouseberry – Clad lichens","",""
"928","ESSFxc2/110","Bl – Rhododendron – Grouseberry","CAS","cold aspects - cold air"
"929","ESSFxc2/111","BlSe – Valerian – Globeflower","",""
"930","ESSFxc2/112","Se – Horsetail – Bluejoint","",""
"931","ESSFxc2/Wb16","Sxw – Trapper's tea – Peat moss","",""
"932","ESSFxc2/Ws08","Bl – Sitka valerian – Horsetail","",""
"933","ESSFxc2/Ws08.1","Bl – Sitka valerian – Horsetail","",""
"934","ESSFxc3/01","Bl – Grouseberry – Valerian","",""
"935","ESSFxc3/02","Pl – Juniper – Lupine","",""
"936","ESSFxc3/05","Bl – Grouseberry – Cladonia","",""
"937","ESSFxc3/06","Bl – Rhododendron – Grouseberry","",""
"938","ESSFxc3/07","Bl – Gooseberry – Foamflower","",""
"939","ESSFxc3/08","Bl – Horsetail – Glow moss","",""
"940","ESSFxc3/11","Sxw – Common horsetail – Leafy moss","",""
"941","ESSFxv1/01","Bl – Arnica – Cladonia","",""
"942","ESSFxv1/02","BlPa – Juniper – Cladonia","",""
"943","ESSFxv1/03","Pl – Cladonia – Stereocaulon","",""
"944","ESSFxv1/04","BlPa – Juniper – Grouseberry","IN","insolation"
"945","ESSFxv1/05","BlPa – Arnica – Twinflower","CAS","cold aspects - cold air"
"946","ESSFxv1/06","Bl – Rhododendron – Crowberry","CAS","cold aspects - cold air"
"947","ESSFxv1/07","Bl – Valerian – Arnica","",""
"948","ESSFxv1/08","Bl – Horsetail – Glow moss","CA","cold aspects - cold air"
"949","ESSFxv1/09","Bl – Twinberry – Hellebore","",""
"950","ESSFxv2/01","Bl – Arnica – Cladonia","",""
"951","ESSFxv2/02","BlPa – Juniper – Cladonia","",""
"952","ESSFxv2/03","BlPa – Kinnikinnick","",""
"953","ESSFxv2/04","BlPa – Juniper – Kinnikinnick","",""
"954","ESSFxv2/05","BlPa – Grouseberry","",""
"955","ESSFxv2/06","Bl – Rhododendron – Crowberry","",""
"956","ESSFxv2/07","Bl – Lousewort – Glow moss","",""
"957","ESSFxv2/08","Bl – Horsetail – Glow moss","",""
"958","ESSFxv2/09","Se – Trapper's tea – Glow moss","",""
"959","ESSFxv2/10","Se – Willow – Glow moss","",""
"960","ICHdk/01","CwSxw – Falsebox – Wintergreen","",""
"961","ICHdk/02","CwSxw – Soopolallie","",""
"962","ICHdk/02a","CwSxw – Soopolallie; Typic","IN","insolation"
"963","ICHdk/02b","CwSxw – Soopolallie; Shallow","",""
"964","ICHdk/03","CwSxw – Falsebox – Soopolallie","CA","cold aspects - cold air"
"965","ICHdk/04","CwSxw – Falsebox – Feathermoss","",""
"966","ICHdk/05","CwSxw – Thimbleberry","",""
"967","ICHdk/06","CwSxw – Raspberry – Oak fern","",""
"968","ICHdk/07","Sxw – Twinberry – Oak fern","CA","cold aspects - cold air"
"969","ICHdk/08","Sxw – Devil's club – Lady fern","",""
"970","ICHdk/09","Sxw – Horsetail","",""
"971","ICHdm/101","HwCw – Queen's cup – Pipecleaner moss","",""
"972","ICHdm/102","Fd – Snowberry – Oregon-grape","",""
"973","ICHdm/102a","Fd – Snowberry – Oregon-grape; Xeric phase","",""
"974","ICHdm/102b","Fd – Snowberry – Oregon-grape; Subxeric phase","",""
"975","ICHdm/103","Pl(Lw) – Pinegrass – Grouseberry","",""
"976","ICHdm/110","CwHw – Oak fern","",""
"977","ICHdm/111","CwHw – Devil's club – Lady fern","",""
"978","ICHdm/112","SxwCw – Horsetail – Lady fern","FR","frost"
"979","ICHdm/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"980","ICHdm/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"981","ICHdm/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"982","ICHdm/Ws10","CwSxw– Skunk cabbage","",""
"983","ICHdw1/113","CwSxw – Skunk cabbage","",""
"984","ICHdw1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"985","ICHdw1/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"986","ICHdw1/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"987","ICHdw1/Ws10","CwSxw– Skunk cabbage","",""
"988","ICHdw4/101","CwFd – Prince's pine – Twinflower","",""
"989","ICHdw4/102","FdPl – Juniper – Kinnikinnick","",""
"990","ICHdw4/103","Fd – Douglas maple – Pinegrass","",""
"991","ICHdw4/104","FdCw – Douglas maple – Prince's pine","",""
"992","ICHdw4/110","CwHw – Devil's club – Lady fern","",""
"993","ICHdw4/110.1","CwHw – Devil's club – Lady fern","",""
"994","ICHdw4/110.2","CwHw – Lady fern – Oak fern","",""
"995","ICHdw4/111","CwHw – Horsetail – Lady fern","",""
"996","ICHdw4/112","CwSxw – Skunk cabbage","",""
"997","ICHdw4/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"998","ICHdw4/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"999","ICHdw4/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"1000","ICHdw4/Ws07","Sxw – Horsetail – Leafy moss","",""
"1001","ICHdw4/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1002","ICHdw4/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1003","ICHdw4/Ws10","CwSxw– Skunk cabbage","",""
"1004","ICHmc1/01","Hw – Step moss","",""
"1005","ICHmc1/01a","Hw – Step moss; Mesic","",""
"1006","ICHmc1/01b","Hw – Step moss; Submesic","",""
"1007","ICHmc1/02","HwPl – Kinnikinnick – Cladonia","",""
"1008","ICHmc1/03","HwBl – Oak fern","",""
"1009","ICHmc1/04","HwBl – Devil's club","",""
"1010","ICHmc1/05","ActSx – Dogwood","Fm","mid fluvial bench"
"1011","ICHmc1/06","Hw – Azalea – Skunk cabbage","",""
"1012","ICHmc1/07","Pl – Bog-rosemary – Peat moss","",""
"1013","ICHmc1a/01","HwBa – Bramble","",""
"1014","ICHmc1a/01a","HwBa – Bramble; Mesic","",""
"1015","ICHmc1a/01b","HwBa – Bramble; Submesic","",""
"1016","ICHmc1a/02","HwBa – Oak fern","",""
"1017","ICHmc1a/03","HwBa – Devil's club – Lady fern","",""
"1018","ICHmc2/01","Hw – Step moss","",""
"1019","ICHmc2/01.1","Hw – Step moss; Hw(Cw) variation","",""
"1020","ICHmc2/01.2","Hw – Step moss; BlSx variation","",""
"1021","ICHmc2/01a","Hw – Step moss; Mesic","",""
"1022","ICHmc2/01a.1","Hw – Step moss; Mesic; Hw(Cw) variation","",""
"1023","ICHmc2/01a.2","Hw – Step moss; Mesic; BlSx variation","CA","cold aspects - cold air"
"1024","ICHmc2/01b","Hw – Step moss; Submesic","",""
"1025","ICHmc2/01b.1","Hw – Step moss; Submesic; Hw(Cw) variation","",""
"1026","ICHmc2/01b.2","Hw – Step moss; Submesic; BlSx variation","CA","cold aspects - cold air"
"1027","ICHmc2/02","HwPl – Kinnikinnick – Cladonia","",""
"1028","ICHmc2/03","HwCw – Oak fern","",""
"1029","ICHmc2/04","CwHw – Devil's club – Oak fern","",""
"1030","ICHmc2/05","Sx – Devil's club – Lady fern","FR","frost"
"1031","ICHmc2/06","ActSx – Dogwood","Fm","mid fluvial bench"
"1032","ICHmc2/06a","ActSx – Dogwood; High-bench","Fm","mid fluvial bench"
"1033","ICHmc2/06b","ActSx – Dogwood; Medium-bench","Fm","mid fluvial bench"
"1034","ICHmc2/07","CwSx – Horsetail – Skunk cabbage","",""
"1035","ICHmc2/08","SbSx – Scrub birch – Sedge","CA","cold aspects - cold air"
"1036","ICHmc2/09","Hw – Cloudberry – Peat moss","",""
"1037","ICHmc2/10","Sb – Soft-leaved sedge – Peat moss","",""
"1038","ICHmc2/11","Sb – Buckbean – Peat moss","",""
"1039","ICHmc2/12","Sb – Skunk cabbage – Peat moss","",""
"1040","ICHmk1/101","CwSxw – Falsebox","",""
"1041","ICHmk1/102","Fd – Penstemon – Pinegrass","",""
"1042","ICHmk1/103","Fd – Juniper – Pinegrass","",""
"1043","ICHmk1/104","Sxw(Lw) – Grouseberry – Feather moss","",""
"1044","ICHmk1/105","FdLw – Falsebox – Pinegrass","",""
"1045","ICHmk1/110","CwSxw – Gooseberry – Foamflower","",""
"1046","ICHmk1/111","SxwCw – Devil's club – Oak fern","",""
"1047","ICHmk1/112","Sxw(Cw) – Horsetail – Oak fern","",""
"1048","ICHmk1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1049","ICHmk1/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1050","ICHmk1/Wb16","Sxw – Trapper's tea – Peat moss","",""
"1051","ICHmk1/Ws07","Sxw – Horsetail – Leafy moss","",""
"1052","ICHmk1/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1053","ICHmk1/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1054","ICHmk1/Ws10","CwSxw– Skunk cabbage","",""
"1055","ICHmk2/01","CwSxw – Falsebox – Knight's plume","",""
"1056","ICHmk2/02","Fd – Juniper – Pinegrass","",""
"1057","ICHmk2/03","Fd – Falsebox – Pinegrass","",""
"1058","ICHmk2/04","CwSxw – Douglas maple – Fairybells","",""
"1059","ICHmk2/05","CwSxw – Oak fern – Bunchberry","",""
"1060","ICHmk2/06","Sxw – Horsetail","",""
"1061","ICHmk3/01","CwSxw – Falsebox – Knight's plume","",""
"1062","ICHmk3/02","FdCw – Wavy-leaved moss","",""
"1063","ICHmk3/03","CwSxw – Soopolallie","IN","insolation"
"1064","ICHmk3/04","CwSxw – Oak fern – Cat's-tail moss","",""
"1065","ICHmk3/05","SxwCw – Oak fern","FR","frost"
"1066","ICHmk3/06","CwHw – Devil's club – Lady fern","",""
"1067","ICHmk3/07","CwSxw – Devil's club – Horsetail","",""
"1068","ICHmk3/08","Pl  – Water sedge – Peat moss","",""
"1069","ICHmk3/Wb07","Pl – Water sedge – Peat moss","",""
"1070","ICHmk4/101","CwSxw – Falsebox","",""
"1071","ICHmk4/102","Fd – Snowberry – Oregon-grape","",""
"1072","ICHmk4/102a","Fd – Snowberry – Oregon-grape; Xeric phase","",""
"1073","ICHmk4/102b","Fd – Snowberry – Oregon-grape; Subxeric phase","",""
"1074","ICHmk4/103","Fd – Douglas maple – Falsebox","",""
"1075","ICHmk4/110","CwSxw – Oak fern","",""
"1076","ICHmk4/111","CwSxw – Devil's club","",""
"1077","ICHmk4/112","SxwBl – Horsetail","FR","frost"
"1078","ICHmk4/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1079","ICHmk4/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1080","ICHmk4/Ws07","Sxw – Horsetail – Leafy moss","",""
"1081","ICHmk4/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1082","ICHmk4/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1083","ICHmk5/101","CwSxw – Falsebox","",""
"1084","ICHmk5/102","Fd – Juniper – Douglas maple","",""
"1085","ICHmk5/103","Fd – Juniper – Pinegrass – Showy aster","",""
"1086","ICHmk5/104","Fd – Pinegrass – Showy aster","",""
"1087","ICHmk5/110","CwSxw – Devil's club – Oak fern","",""
"1088","ICHmk5/111","SxwBl – Dogwood – Sarsaparilla","",""
"1089","ICHmk5/112","SxwBl(Cw) – Horsetail","",""
"1090","ICHmk5/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1091","ICHmk5/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1092","ICHmm/01","HwCw – Spruce – Step moss","",""
"1093","ICHmm/02","CwSxw – Soopolallie","",""
"1094","ICHmm/03","HwCw – Step moss","",""
"1095","ICHmm/04","CwHw – Oak fern","",""
"1096","ICHmm/05","CwHw – Devil's club – Oak fern","",""
"1097","ICHmm/06","CwSxw – Devil's club – Horsetail","",""
"1098","ICHmm/07","SbPl – Bog-laurel – Sphagnum","",""
"1099","ICHmm/08","CwSxw – Skunk cabbage – Sphagnum","",""
"1100","ICHmw1/01","HwCw – Falsebox – Feathermoss","",""
"1101","ICHmw1/02","Pl – Juniper – Twinflower","",""
"1102","ICHmw1/03","HwCw – Falsebox – Pipecleaner moss","",""
"1103","ICHmw1/04","CwFd – Soopolallie – Douglas maple","",""
"1104","ICHmw1/05","CwHw – Devil's club – Lady fern","",""
"1105","ICHmw1/06","CwHw – Oval-leaved blueberry – Oak fern","",""
"1106","ICHmw1/07","CwHw – Horsetail","",""
"1107","ICHmw2/101","HwCw – Falsebox","",""
"1108","ICHmw2/102","Fd(Pl) – Falsebox – Pinegrass","",""
"1109","ICHmw2/103","Fd – Douglas maple – Falsebox","",""
"1110","ICHmw2/104","FdCw – Falsebox – Prince's pine","IN","insolation"
"1111","ICHmw2/110","CwHw – Oak fern","",""
"1112","ICHmw2/111","CwHw – Devil's club – Lady fern","",""
"1113","ICHmw2/111.1","CwHw – Devil's club – Lady fern","",""
"1114","ICHmw2/111.2","CwHw – Lady fern – Oak fern","",""
"1115","ICHmw2/112","Sxw(Hw) – Huckleberry – Oak fern","FR","frost"
"1116","ICHmw2/113","CwHw – Horsetail – Lady fern","",""
"1117","ICHmw2/114","CwSxw – Skunk cabbage","",""
"1118","ICHmw2/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1119","ICHmw2/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1120","ICHmw2/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"1121","ICHmw2/Ws10","CwSxw– Skunk cabbage","",""
"1122","ICHmw3/01","HwCw – Falsebox – Feathermoss","",""
"1123","ICHmw3/02","Fd – Juniper – Cladina","",""
"1124","ICHmw3/03","Fd – Pinegrass – Feathermoss","",""
"1125","ICHmw3/04","CwFd – Soopolallie – Twinflower","",""
"1126","ICHmw3/05","CwFd – Falsebox","",""
"1127","ICHmw3/06","CwHw – Oak fern","",""
"1128","ICHmw3/07","CwHw – Devil's club – Lady fern","Fh","high fluvial bench"
"1129","ICHmw3/08","CwSxw – Skunk cabbage","",""
"1130","ICHmw3/10","Sb – Buckbean – Peat moss","",""
"1131","ICHmw4/101","HwCw – Falsebox","",""
"1132","ICHmw4/102","FdPl – Juniper – Kinnikinnick","",""
"1133","ICHmw4/103","Fd – Douglas maple – Falsebox","",""
"1134","ICHmw4/104","FdCw – Falsebox – Prince's pine","",""
"1135","ICHmw4/104.1","FdCw – Falsebox – Prince's pine","",""
"1136","ICHmw4/104.2","FdCw – Falsebox – Bear-grass","",""
"1137","ICHmw4/110","CwHw – Oak fern","",""
"1138","ICHmw4/111","Sxw(Hw) – Huckleberry – Oak fern","FR","frost"
"1139","ICHmw4/112","CwHw – Devil's club – Lady fern","",""
