bgc,ss_nospace,sppsplit,suitability,spp,newsuit,mod,outrange,Zone,Note,Comments
ICHmw1,ICHmw1/06,Fdi,2,Fd,2,cd,FALSE,ICH,NA,saturated soils wiil limit establishment
ICHmw1,ICHmw1/07,Fdi,2,Fd,3,cd,FALSE,ICH,NA,saturated soils wiil limit establishment; outcompeted on these sites
ICHmw1,ICHmw1/01,Hw,3,Hw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/02,Hw,3,Hw,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmw1,ICHmw1/03,Hw,3,Hw,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmw1,ICHmw1/04,Hw,3,Hw,2,cd,FALSE,ICH,NA,drought may limit establishment; only suitable for wetter end of this unit
ICHmw1,ICHmw1/05,Hw,1,Hw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/06,Hw,1,Hw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/07,Hw,1,Hw,3,cd,FALSE,ICH,NA,establishment limited on saturated soils; out competed on these sites
ICHmw1,ICHmw1/01,Lw,3,Lw,5,cd,TRUE,ICH,NA,not known to occur in this site series; unkown limitations
ICHmw1,ICHmw1/02,Lw,3,Lw,5,cd,TRUE,ICH,NA,not known to occur in this site series; unkown limitations
ICHmw1,ICHmw1/03,Lw,3,Lw,5,cd,TRUE,ICH,NA,not known to occur in this site series; unkown limitations
ICHmw1,ICHmw1/04,Lw,3,Lw,5,cd,TRUE,ICH,NA,not known to occur in this site series; unkown limitations
ICHmw1,ICHmw1/06,Lw,3,Lw,5,cd,TRUE,ICH,NA,not known to occur in this site series; unkown limitations
ICHmw1,ICHmw1/04,Pa,3,Pa,3,cd,FALSE,ICH,NA,generally outcompeted in this unit; restricted to higher elevations
ICHmw1,ICHmw1/01,Pli,1,Pl,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/02,Pli,2,Pl,2,cd,FALSE,ICH,NA,drought may limit growth
ICHmw1,ICHmw1/03,Pli,1,Pl,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/04,Pli,1,Pl,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/05,Pli,2,Pl,2,cd,FALSE,ICH,NA,generally outcompeted in this unit
ICHmw1,ICHmw1/06,Pli,2,Pl,3,cd,FALSE,ICH,NA,outcompeted on these site
ICHmw1,ICHmw1/07,Pli,2,Pl,3,cd,FALSE,ICH,NA,outcompeted on these site
ICHmw1,ICHmw1/01,Pw,2,Pw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/02,Pw,2,Pw,3,cd,FALSE,ICH,NA,drought will limit establishment
ICHmw1,ICHmw1/03,Pw,2,Pw,3,cd,FALSE,ICH,NA,drought will limit establishment
ICHmw1,ICHmw1/04,Pw,2,Pw,2,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/05,Pw,2,Pw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/06,Pw,2,Pw,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/01,Sxw,2,Sx,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/02,Sxw,3,Sx,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHmw1,ICHmw1/03,Sxw,2,Sx,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/04,Sxw,3,Sx,2,cd,FALSE,ICH,NA,drought may limit establishment; only suitable for wetter end of this unit
ICHmw1,ICHmw1/05,Sxw,1,Sx,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/06,Sxw,1,Sx,1,cd,FALSE,ICH,NA,
ICHmw1,ICHmw1/07,Sxw,1,Sx,1,cd,FALSE,ICH,NA,
ICHmw2,ICHmw2/101,Act,3,Ac,3,cd,FALSE,ICH,NA,limited to areas close to creek drainages in this unit
ICHmw2,ICHmw2/111,Fdi,5,Fd,5,cd,FALSE,ICH,NA,
ICHmw2,ICHmw2/111,Lw,5,Lw,5,cd,FALSE,ICH,NA,
ICHmw2,ICHmw2/101,Pli,3,Pl,2,cd,FALSE,ICH,imputed,Limited to warmer slopes
ICHmw2,ICHmw2/111,Pw,5,Pw,4,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHmw2,ICHmw2/103,Sx,4,Sx,3,cd,FALSE,ICH,imputed,drought will limit establishment
ICHmw2,ICHmw2/110,Tw,3,Tw,3,cd,FALSE,ICH,imputed,
ICHmw2,ICHmw2/101,Tw,3,Tw,3,cd,FALSE,ICH,imputed,
ICHmw3,ICHmw3/01,Ac,3,Ac,3,cd,FALSE,ICH,imputed,limited to areas close to creek drainages in this unit
ICHmw3,ICHmw3/09,Pli,4,Pl,3,cd,FALSE,ICH,NA,saturated soils and poor aeration limits establishment growth; suitable only on raised microsties
ICHmw3,ICHmw3/03,Pw,3,Pw,2,cd,FALSE,ICH,NA,
ICHmw4,ICHmw4/103,Bg,3,Bg,3,cd,FALSE,ICH,imputed,drought limits establishment
ICHmw4,ICHmw4/102,Cw,3,Cw,2,cd,FALSE,ICH,imputed,drought limits establishment
ICHmw4,ICHmw4/112,Pw,5,Pw,5,cd,FALSE,ICH,NA,
ICHmw4,ICHmw4/103,Sx,3,Sx,3,cd,FALSE,ICH,imputed,drought limits establishment
ICHmw5,ICHmw5/101,Pa,3,Pa,4,cd,FALSE,ICH,imputed,generally outcompeted on these sites; only found at higher elevations in this bgc unit
ICHmw5,ICHmw5/103,Tw,4,Tw,3,cd,FALSE,ICH,imputed,
ICHxw,ICHxw/101,Tw,3,Tw,3,cd,FALSE,ICH,imputed,
ICHxwa,ICHxwa/110,Act,3,Ac,2,cd,FALSE,ICH,NA,suitable for the wetter end of this unit
ICHxwa,ICHxwa/111,Act,2,Ac,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/112,Act,2,Ac,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/113,Act,2,Ac,4,cd,FALSE,ICH,NA,saturated soils limits establishment 
ICHxwa,ICHxwa/101,At,2,At,2,cd,FALSE,ICH,NA,best suited to warmer slopes
ICHxwa,ICHxwa/102,At,3,At,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHxwa,ICHxwa/103,At,3,At,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHxwa,ICHxwa/104,At,3,At,2,cd,FALSE,ICH,NA,drought will limit establishment
ICHxwa,ICHxwa/110,At,2,At,2,cd,FALSE,ICH,NA,best suited to warmer slopes
ICHxwa,ICHxwa/111,At,3,At,3,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHxwa,ICHxwa/112,At,3,At,4,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHxwa,ICHxwa/113,At,3,At,5,cd,FALSE,ICH,NA,not suitable
ICHxwa,ICHxwa/101,Bg,2,Bg,2,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/104,Bg,3,Bg,2,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/110,Bg,2,Bg,2,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/111,Bg,2,Bg,3,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHxwa,ICHxwa/101,Cw,2,Cw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/104,Cw,3,Cw,2,cd,FALSE,ICH,NA,drought limits establishment
ICHxwa,ICHxwa/110,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/111,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/112,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/113,Cw,1,Cw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/101,Ep,2,Ep,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/102,Ep,3,Ep,3,cd,FALSE,ICH,NA,drought limits establishment
ICHxwa,ICHxwa/103,Ep,3,Ep,3,cd,FALSE,ICH,NA,drought limits establishment
ICHxwa,ICHxwa/104,Ep,3,Ep,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHxwa,ICHxwa/110,Ep,2,Ep,2,cd,FALSE,ICH,NA,saturated soils may limit productivity
ICHxwa,ICHxwa/111,Ep,2,Ep,3,cd,FALSE,ICH,NA,saturated soils may limit establishment
ICHxwa,ICHxwa/113,Ep,3,Ep,5,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/101,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/102,Fdi,3,Fd,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/103,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/104,Fdi,1,Fd,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/110,Fdi,1,Fd,2,cd,FALSE,ICH,NA,generally outcompeted on these sites
ICHxwa,ICHxwa/111,Fdi,1,Fd,2,cd,FALSE,ICH,NA,generally outcompeted on these sites
ICHxwa,ICHxwa/101,Hw,3,Hw,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHxwa,ICHxwa/110,Hw,2,Hw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/111,Hw,2,Hw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/112,Hw,1,Hw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/113,Hw,1,Hw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/101,Lw,2,Lw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/103,Lw,3,Lw,3,cd,FALSE,ICH,NA,drought limits establishment
ICHxwa,ICHxwa/104,Lw,2,Lw,3,cd,FALSE,ICH,NA,drought limits establishment
ICHxwa,ICHxwa/110,Lw,1,Lw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/111,Lw,1,Lw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/101,Pli,3,Pl,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHxwa,ICHxwa/104,Pli,3,Pl,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHxwa,ICHxwa/101,Pw,2,Pw,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHxwa,ICHxwa/104,Pw,3,Pw,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHxwa,ICHxwa/110,Pw,2,Pw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/111,Pw,2,Pw,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/112,Pw,2,Pw,3,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHxwa,ICHxwa/113,Pw,2,Pw,3,cd,FALSE,ICH,NA,saturated soils will limit establishment
ICHxwa,ICHxwa/101,Pyi,3,Py,2,cd,FALSE,ICH,NA,generally outcompeted on these sites
ICHxwa,ICHxwa/102,Pyi,2,Py,2,cd,FALSE,ICH,NA,drought may limit establishment
ICHxwa,ICHxwa/103,Pyi,1,Py,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/104,Pyi,2,Py,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/110,Sxw,3,Sx,2,cd,FALSE,ICH,NA,drought may limit establishement at drier end of this unit
ICHxwa,ICHxwa/111,Sxw,3,Sx,2,cd,FALSE,ICH,NA,drought may limit establishement at drier end of this unit
ICHxwa,ICHxwa/112,Sxw,1,Sx,1,cd,FALSE,ICH,NA,
ICHxwa,ICHxwa/113,Sxw,1,Sx,1,cd,FALSE,ICH,NA,
IDFdh,IDFdh/110,At,2,At,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdh,IDFdh/110,Cw,2,Cw,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/111,Cw,2,Cw,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/101,Ep,3,Ep,3,cd,FALSE,IDF,NA,drought generally limits establishment
IDFdh,IDFdh/110,Ep,2,Ep,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/111,Ep,2,Ep,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdh,IDFdh/101,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/102,Fdi,2,Fd,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFdh,IDFdh/103,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/104,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/110,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/111,Fdi,2,Fd,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdh,IDFdh/101,Lw,1,Lw,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/104,Lw,2,Lw,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFdh,IDFdh/110,Lw,2,Lw,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/111,Lw,2,Lw,3,cd,FALSE,IDF,NA,saturated soils will limit establishment
IDFdh,IDFdh/110,Pli,2,Pl,2,cd,FALSE,IDF,NA,only suitable in cooler landscape positions
IDFdh,IDFdh/101,Pyi,2,Py,2,cd,FALSE,IDF,NA,vegetation competition limits establishment
IDFdh,IDFdh/102,Pyi,1,Py,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/103,Pyi,1,Py,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/104,Pyi,1,Py,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/110,Pyi,1,Py,2,cd,FALSE,IDF,NA,vegetation competition limits establishment
IDFdh,IDFdh/111,Pyi,5,Py,5,cd,FALSE,IDF,NA,
IDFdh,IDFdh/110,Sxw,2,Sx,1,cd,FALSE,IDF,NA,
IDFdh,IDFdh/111,Sxw,1,Sx,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/111,Act,2,Ac,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/112,Act,2,Ac,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/101,At,2,At,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/103,At,3,At,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFdm1,IDFdm1/104,At,3,At,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110,At,3,At,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.1,At,3,At,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.2,At,3,At,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/111,At,2,At,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm1,IDFdm1/112,At,2,At,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm1,IDFdm1/112,Bl,4,Bl,5,cd,FALSE,IDF,NA,not suitable
IDFdm1,IDFdm1/110,Cw,3,Cw,2,cd,FALSE,IDF,NA,drought may limit establishment at drier end of this unit
IDFdm1,IDFdm1/110.1,Cw,3,Cw,2,cd,FALSE,IDF,NA,drought may limit establishment at drier end of this unit
IDFdm1,IDFdm1/110.2,Cw,3,Cw,2,cd,FALSE,IDF,NA,drought may limit establishment at drier end of this unit
IDFdm1,IDFdm1/101,Ep,3,Ep,3,cd,FALSE,IDF,NA,drought will limit establishment
IDFdm1,IDFdm1/110,Ep,2,Ep,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.1,Ep,2,Ep,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.2,Ep,2,Ep,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/111,Ep,2,Ep,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm1,IDFdm1/112,Ep,2,Ep,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm1,IDFdm1/101,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/102,Fdi,2,Fd,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/103,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/104,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.1,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.2,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/111,Fdi,2,Fd,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm1,IDFdm1/112,Fdi,5,Fd,5,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/101,Lw,1,Lw,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/103,Lw,3,Lw,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/104,Lw,2,Lw,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110,Lw,2,Lw,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.1,Lw,2,Lw,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.2,Lw,2,Lw,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/111,Lw,2,Lw,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm1,IDFdm1/112,Lw,5,Lw,5,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/101,Pli,2,Pl,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/102,Pli,3,Pl,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFdm1,IDFdm1/103,Pli,3,Pl,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/104,Pli,2,Pl,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110,Pli,2,Pl,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm1,IDFdm1/110.1,Pli,2,Pl,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm1,IDFdm1/110.2,Pli,2,Pl,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm1,IDFdm1/111,Pli,2,Pl,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm1,IDFdm1/112,Pli,3,Pl,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm1,IDFdm1/101,Pyi,3,Py,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm1,IDFdm1/102,Pyi,3,Py,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/103,Pyi,1,Py,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/104,Pyi,2,Py,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110,Pyi,5,Py,5,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.1,Pyi,5,Py,5,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.2,Pyi,5,Py,5,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110,Sxw,1,Sx,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.1,Sxw,1,Sx,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/110.2,Sxw,1,Sx,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/111,Sxw,1,Sx,1,cd,FALSE,IDF,NA,
IDFdm1,IDFdm1/112,Sxw,1,Sx,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm2,IDFdm2/111,Act,3,Ac,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/112,Act,2,Ac,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/112a,Act,2,Ac,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/112b,Act,2,Ac,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/101,At,3,At,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/102,At,5,At,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFdm2,IDFdm2/103,At,5,At,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/104,At,5,At,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/110,At,2,At,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm2,IDFdm2/111,At,2,At,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm2,IDFdm2/112,At,2,At,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm2,IDFdm2/112a,At,2,At,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm2,IDFdm2/112b,At,2,At,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm2,IDFdm2/101,Ep,2,Ep,2,cd,FALSE,IDF,NA,drought may limit establishment
IDFdm2,IDFdm2/103,Ep,5,Ep,5,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/104,Ep,5,Ep,5,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/110,Ep,3,Ep,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/111,Ep,2,Ep,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm2,IDFdm2/112,Ep,3,Ep,3,cd,FALSE,IDF,NA,saturated soils will limit establishment
IDFdm2,IDFdm2/112a,Ep,3,Ep,3,cd,FALSE,IDF,NA,saturated soils will limit establishment
IDFdm2,IDFdm2/112b,Ep,3,Ep,3,cd,FALSE,IDF,NA,saturated soils will limit establishment
IDFdm2,IDFdm2/101,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/102,Fdi,2,Fd,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/103,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/104,Fdi,1,Fd,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/110,Fdi,2,Fd,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm2,IDFdm2/111,Fdi,2,Fd,3,cd,FALSE,IDF,NA,saturated soils will limit establishment
IDFdm2,IDFdm2/101,Lw,2,Lw,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/103,Lw,3,Lw,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/104,Lw,2,Lw,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/110,Lw,2,Lw,2,cd,FALSE,IDF,NA,saturated soils may limit establishment
IDFdm2,IDFdm2/111,Lw,2,Lw,3,cd,FALSE,IDF,NA,saturated soils will limit establishment
IDFdm2,IDFdm2/101,Pli,2,Pl,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/104,Pli,3,Pl,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/110,Pli,3,Pl,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm2,IDFdm2/111,Pli,3,Pl,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm2,IDFdm2/101,Pyi,3,Py,2,cd,FALSE,IDF,NA,generally outcompeted on these sites
IDFdm2,IDFdm2/102,Pyi,2,Py,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/103,Pyi,2,Py,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/104,Pyi,2,Py,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/103,Sx,2,Sx,5,cd,FALSE,IDF,imputed,
IDFdm2,IDFdm2/110,Sxw,2,Sx,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/111,Sxw,1,Sx,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/112,Sxw,2,Sx,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/112a,Sxw,2,Sx,1,cd,FALSE,IDF,NA,
IDFdm2,IDFdm2/112b,Sxw,2,Sx,1,cd,FALSE,IDF,NA,
MSdk,MSdk/101,Act,3,Ac,3,cd,FALSE,MS,NA,restricted to areas adjacent to stream channells
MSdk,MSdk/110,Act,2,Ac,1,cd,FALSE,MS,NA,
MSdk,MSdk/111,Act,2,Ac,1,cd,FALSE,MS,NA,
MSdk,MSdk/111a,Act,2,Ac,1,cd,FALSE,MS,NA,
MSdk,MSdk/111b,Act,3,Ac,3,cd,FALSE,MS,NA,poorly aerated soils will restrict establishment
MSdk,MSdk/112,Act,3,Ac,2,cd,FALSE,MS,NA,
MSdk,MSdk/112a,Act,3,Ac,1,cd,FALSE,MS,NA,
MSdk,MSdk/112b,Act,3,Ac,3,cd,FALSE,MS,NA,poorly aerated soils will restrict establishment
MSdk,MSdk/101,At,2,At,1,cd,FALSE,MS,NA,
MSdk,MSdk/102,At,3,At,1,cd,FALSE,MS,NA,
MSdk,MSdk/103,At,3,At,1,cd,FALSE,MS,NA,
MSdk,MSdk/104,At,3,At,1,cd,FALSE,MS,NA,
MSdk,MSdk/105,At,2,At,1,cd,FALSE,MS,NA,
MSdk,MSdk/110,At,2,At,2,cd,FALSE,MS,NA,generally outcompeted on these sites
MSdk,MSdk/111,At,3,At,3,cd,FALSE,MS,NA,saturated soils will limit establishment
MSdk,MSdk/111a,At,3,At,3,cd,FALSE,MS,NA,saturated soils will limit establishment
MSdk,MSdk/111b,At,3,At,5,cd,FALSE,MS,NA,saturated soils and poor aeration restrrict establishment
MSdk,MSdk/112,At,3,At,3,cd,FALSE,MS,NA,saturated soils will limit establishment
MSdk,MSdk/112a,At,3,At,3,cd,FALSE,MS,NA,saturated soils will limit establishment
MSdk,MSdk/112b,At,3,At,5,cd,FALSE,MS,NA,saturated soils and poor aeration restrrict establishment
MSdk,MSdk/101,Bl,3,Bl,1,cd,FALSE,MS,NA,
MSdk,MSdk/103,Bl,3,Bl,3,cd,FALSE,MS,NA,drought will restrict establishment
MSdk,MSdk/104,Bl,3,Bl,2,cd,FALSE,MS,NA,drought will limit establishment
MSdk,MSdk/105,Bl,3,Bl,2,cd,FALSE,MS,NA,drought will limit establishment
MSdk,MSdk/110,Bl,2,Bl,1,cd,FALSE,MS,NA,
MSdk,MSdk/111,Bl,3,Bl,1,cd,FALSE,MS,NA,
MSdk,MSdk/111a,Bl,3,Bl,1,cd,FALSE,MS,NA,
MSdk,MSdk/111b,Bl,3,Bl,2,cd,FALSE,MS,NA,poorly aerated soils will reduce establishment
MSdk,MSdk/112,Bl,3,Bl,3,cd,FALSE,MS,NA,frost and poorly aerated soils will limit establishment and growth 
MSdk,MSdk/112a,Bl,3,Bl,2,cd,FALSE,MS,NA,
MSdk,MSdk/112b,Bl,3,Bl,3,cd,FALSE,MS,NA,
MSdk,MSdk/103,Cw,3,Cw,3,cd,FALSE,MS,imputed,drought will limit establishment
MSdk,MSdk/110,Cw,3,Cw,2,cd,FALSE,MS,NA,limited to lower elevations
MSdk,MSdk/101,Ep,2,Ep,1,cd,FALSE,MS,NA,
MSdk,MSdk/102,Ep,3,Ep,3,cd,FALSE,MS,NA,drought will limit establishment
MSdk,MSdk/103,Ep,3,Ep,3,cd,FALSE,MS,NA,drought will limit establishment
MSdk,MSdk/105,Ep,2,Ep,2,cd,FALSE,MS,NA,drought may limit establishment
MSdk,MSdk/110,Ep,2,Ep,1,cd,FALSE,MS,NA,
MSdk,MSdk/111,Ep,3,Ep,2,cd,FALSE,MS,NA,saturated soils will may establishment
MSdk,MSdk/111a,Ep,3,Ep,2,cd,FALSE,MS,NA,
MSdk,MSdk/111b,Ep,3,Ep,3,cd,FALSE,MS,NA,saturated soils will limit establishment
MSdk,MSdk/112,Ep,3,Ep,3,cd,FALSE,MS,NA,saturated soils will limit establishment
MSdk,MSdk/112a,Ep,3,Ep,3,cd,FALSE,MS,NA,saturated soils will limit establishment
MSdk,MSdk/112b,Ep,3,Ep,3,cd,FALSE,MS,NA,saturated soils will limit establishment
MSdk,MSdk/111,Fdi,4,Fd,5,cd,FALSE,MS,imputed,
MSdk,MSdk/101,Fdi,2,Fd,1,cd,FALSE,MS,NA,
MSdk,MSdk/102,Fdi,2,Fd,1,cd,FALSE,MS,NA,
