"","bgc","ss_nospace","sppsplit","spp","suitability","newsuit","mod","outrange","Zone","Note"
"2471","CWHwh1","CWHwh1/101a","Hm","Hm",2,NA,NA,FALSE,"CWH","imputed"
"2481","CWHwh1","CWHwh1/110b","Hm","Hm",2,NA,NA,FALSE,"CWH","imputed"
"2491","CWHwh1","CWHwh1/101","Plc","Pl",3,NA,NA,FALSE,"CWH","imputed"
"2501","CWHwh1","CWHwh1/115","Tw","Tw",3,NA,NA,FALSE,"CWH","imputed"
"2511","CWHwh1","CWHwh1/102","Tw","Tw",3,NA,NA,FALSE,"CWH","imputed"
"2521","CWHwh1","CWHwh1/110a","Tw","Tw",3,NA,NA,FALSE,"CWH","imputed"
"2531","CWHwh1","CWHwh1/102","Yc","Yc",3,NA,NA,FALSE,"CWH","imputed"
"2541","CWHwh1","CWHwh1/101","Yc","Yc",3,NA,NA,FALSE,"CWH","imputed"
"2551","CWHwh1","CWHwh1/110b","Yc","Yc",2,NA,NA,FALSE,"CWH","imputed"
"2561","CWHwh1","CWHwh1/110a","Yc","Yc",2,NA,NA,FALSE,"CWH","imputed"
"2571","CWHwh2","CWHwh2/111","Plc","Pl",2,NA,NA,FALSE,"CWH","imputed"
"2581","CWHwm","CWHwm/Fm50","Yc","Yc",2,NA,NA,FALSE,"CWH","imputed"
"2591","CWHwm","CWHwm/101b","Yc","Yc",1,NA,NA,FALSE,"CWH","imputed"
"2601","CWHws2","CWHws2/102","Ac","Ac",4,NA,NA,FALSE,"CWH","imputed"
"2611","CWHws2","CWHws2/101","At","At",3,NA,NA,FALSE,"CWH","imputed"
"2621","CWHws2","CWHws2/101","Fdc","Fd",2,NA,NA,FALSE,"CWH","imputed"
"2631","CWHws2","CWHws2/110","Fdc","Fd",2,NA,NA,FALSE,"CWH","imputed"
"2641","CWHws2","CWHws2/110","Plc","Pl",4,NA,NA,FALSE,"CWH","imputed"
"2651","CWHws2","CWHws2/102","Sx","Sx",3,NA,NA,FALSE,"CWH","imputed"
"2661","CWHws2","CWHws2/110","Tw","Tw",4,NA,NA,FALSE,"CWH","imputed"
"2671","CWHws2","CWHws2/101","Yc","Yc",2,NA,NA,FALSE,"CWH","imputed"
"2681","CWHws2","CWHws2/102","Yc","Yc",1,NA,NA,FALSE,"CWH","imputed"
"2691","CWHws3","CWHws3/102","Hm","Hm",3,NA,NA,FALSE,"CWH","imputed"
"2701","CWHws3","CWHws3/101","Hm","Hm",2,NA,NA,FALSE,"CWH","imputed"
"2711","CWHws3","CWHws3/103","Hm","Hm",2,NA,NA,FALSE,"CWH","imputed"
"2721","CWHws3","CWHws3/Fm50","Hw","Hw",1,NA,NA,FALSE,"CWH","imputed"
"2731","CWHws3","CWHws3/101","Ss","Ss",2,NA,NA,FALSE,"CWH","imputed"
"2741","CWHws3","CWHws3/101","Yc","Yc",2,NA,NA,FALSE,"CWH","imputed"
"2751","CWHws3","CWHws3/103","Yc","Yc",2,NA,NA,FALSE,"CWH","imputed"
"2761","CWHxs","CWHxs/101.2","Ba","Ba",4,NA,NA,FALSE,"CWH","imputed"
"2771","CWHxs","CWHxs/101.1","Ba","Ba",4,NA,NA,FALSE,"CWH","imputed"
"2781","CWHxs","CWHxs/101","Bl","Bl",3,NA,NA,FALSE,"CWH","imputed"
"2791","CWHxs","CWHxs/101.1","Bl","Bl",4,NA,NA,FALSE,"CWH","imputed"
"2801","CWHxs","CWHxs/103","Ep","Ep",3,NA,NA,FALSE,"CWH","imputed"
"2811","CWHxs","CWHxs/103.1","Ep","Ep",3,NA,NA,FALSE,"CWH","imputed"
"2821","CWHxs","CWHxs/101","Mb","Mb",3,NA,NA,FALSE,"CWH","imputed"
"2831","CWHxs","CWHxs/101","Mv","Mv",2,NA,NA,FALSE,"CWH","imputed"
"2841","CWHxs","CWHxs/111","Mv","Mv",3,NA,NA,FALSE,"CWH","imputed"
"2851","CWHxs","CWHxs/101.2","Mv","Mv",3,NA,NA,FALSE,"CWH","imputed"
"2861","CWHxs","CWHxs/110","Mv","Mv",1,NA,NA,FALSE,"CWH","imputed"
"2871","CWHxs","CWHxs/101","Plc","Pl",3,NA,NA,FALSE,"CWH","imputed"
"2881","CWHxs","CWHxs/101.1","Plc","Pl",2,NA,NA,FALSE,"CWH","imputed"
"3251","ESSFmkw","ESSFmkw/102","Ba","Ba",2,NA,NA,FALSE,"ESSF","imputed"
"3261","ESSFmkw","ESSFmkw/101","Ba","Ba",3,NA,NA,FALSE,"ESSF","imputed"
"3271","ESSFmw1","ESSFmw1/103","Ba","Ba",3,NA,NA,FALSE,"ESSF","imputed"
"3281","ESSFmw1","ESSFmw1/110","Ba","Ba",2,NA,NA,FALSE,"ESSF","imputed"
"3291","ESSFmw1","ESSFmw1/103","Pa","Pa",3,NA,NA,FALSE,"ESSF","imputed"
"3301","ESSFmw1","ESSFmw1/105","Pw","Pw",3,NA,NA,FALSE,"ESSF","imputed"
"333","ESSFmwp","ESSFmwp/00","Bl","Bl",3,NA,NA,FALSE,"ESSF",NA
"334","ESSFmwp","ESSFmwp/00","La","La",2,NA,NA,FALSE,"ESSF","imputed"
"336","ESSFun","ESSFun/x","Hm","Hm",3,NA,NA,FALSE,"ESSF","imputed"
"337","ESSFun","ESSFun/m","Plc","Pl",3,NA,NA,FALSE,"ESSF","imputed"
"338","ESSFun","ESSFun/x","Plc","Pl",3,NA,NA,FALSE,"ESSF","imputed"
"339","ESSFun","ESSFun/h","Ss","Ss",2,NA,NA,FALSE,"ESSF","imputed"
"340","ESSFun","ESSFun/m","Sx","Sx",3,NA,NA,FALSE,"ESSF","imputed"
"341","ESSFun","ESSFun/h","Sx","Sx",3,NA,NA,FALSE,"ESSF","imputed"
"527","IDFww","IDFww/101","Bg","Bg",3,NA,NA,FALSE,"IDF","imputed"
"528","IDFww","IDFww/101","Bl","Bl",3,NA,NA,FALSE,"IDF","imputed"
"529","IDFww","IDFww/101.1","Bl","Bl",3,NA,NA,FALSE,"IDF","imputed"
"530","IDFww","IDFww/101.2","Bl","Bl",3,NA,NA,FALSE,"IDF","imputed"
"531","IDFww","IDFww/101","Mv","Mv",2,NA,NA,FALSE,"IDF","imputed"
"583","MHmm1","MHmm1/103","Bl","Bl",2,NA,NA,FALSE,"MH","imputed"
"584","MHmm1","MHmm1/104","Cw","Cw",3,NA,NA,FALSE,"MH","imputed"
"585","MHmm1","MHmm1/110","Cw","Cw",3,NA,NA,FALSE,"MH","imputed"
"586","MHmm1","MHmm1/111","Cw","Cw",2,NA,NA,FALSE,"MH","imputed"
"587","MHmm1","MHmm1/102","Plc","Pl",2,NA,NA,FALSE,"MH","imputed"
"588","MHmm1","MHmm1/111","Plc","Pl",3,NA,NA,FALSE,"MH","imputed"
"589","MHmm1","MHmm1/101a","Pw","Pw",3,NA,NA,FALSE,"MH","imputed"
"590","MHmm1","MHmm1/101","Pw","Pw",3,NA,NA,FALSE,"MH","imputed"
"591","MHmm1","MHmm1/101b","Pw","Pw",3,NA,NA,FALSE,"MH","imputed"
"592","MHmm2","MHmm2/112","Ac","Ac",3,NA,NA,FALSE,"MH","imputed"
"593","MHmm2","MHmm2/113","Bl","Bl",1,NA,NA,FALSE,"MH","imputed"
"594","MHmm2","MHmm2/112","Fdc","Fd",2,NA,NA,FALSE,"MH","imputed"
"595","MHmm2","MHmm2/102","Pa","Pa",3,NA,NA,FALSE,"MH","imputed"
"596","MHmm2","MHmm2/101","Pa","Pa",3,NA,NA,FALSE,"MH","imputed"
"597","MHmm2","MHmm2/101a","Pa","Pa",3,NA,NA,FALSE,"MH","imputed"
"598","MHmm2","MHmm2/101b","Pa","Pa",3,NA,NA,FALSE,"MH","imputed"
"599","MHmm2","MHmm2/103","Pa","Pa",3,NA,NA,FALSE,"MH","imputed"
"600","MHmm2","MHmm2/101a","Pw","Pw",4,NA,NA,FALSE,"MH","imputed"
"601","MHmm2","MHmm2/101a","Tw","Tw",4,NA,NA,FALSE,"MH","imputed"
"602","MHmmp","MHmmp/m","Ba","Ba",2,NA,NA,FALSE,"MH","imputed"
"603","MHmmp","MHmmp/h","Ba","Ba",2,NA,NA,FALSE,"MH","imputed"
"604","MHmmp","MHmmp/h","Bl","Bl",1,NA,NA,FALSE,"MH","imputed"
"605","MHms","MHms/101","Sx","Sx",2,NA,NA,FALSE,"MH","imputed"
"606","MHvh","MHvh/111","Bl","Bl",3,NA,NA,FALSE,"MH","imputed"
"607","MHvh","MHvh/102","Hw","Hw",3,NA,NA,FALSE,"MH","imputed"
"608","MHwh","MHwh/101a","Hm","Hm",1,NA,NA,FALSE,"MH","imputed"
"609","MHwh","MHwh/101b","Hm","Hm",1,NA,NA,FALSE,"MH","imputed"
"610","MHwh","MHwh/101b","Hw","Hw",1,NA,NA,FALSE,"MH","imputed"
"611","MHwh","MHwh/102","Hw","Hw",3,NA,NA,FALSE,"MH","imputed"
"612","MHwh","MHwh/101a","Ss","Ss",2,NA,NA,FALSE,"MH","imputed"
"613","MHwh","MHwh/101b","Ss","Ss",2,NA,NA,FALSE,"MH","imputed"
"614","MHwh","MHwh/101b","Yc","Yc",1,NA,NA,FALSE,"MH","imputed"
"615","MHwh","MHwh/101a","Yc","Yc",2,NA,NA,FALSE,"MH","imputed"
